Row.names	SAMN14088077	SAMN14088076	SAMN14088075	median_TPM	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
NUTM2G	1.376156	1.43215	1.310878	1.376156	ENSG00000188152	protein_coding	chr9	96928310	96940253	chr9:96928310	NUTM2G	protein_coding	chr9	96928310	96940253	chr9:96928310	ENSG00000188152
NVL	58.3608157862	56.0609	57.63009	57.63009	ENSG00000143748	protein_coding	chr1	224227334	224330387	chr1:224227334	NVL	protein_coding	chr1	224227334	224330189	chr1:224227334	ENSG00000143748
NXF1	54.309195	53.73968	52.374015	53.73968	ENSG00000162231	protein_coding	chr11	62792123	62806302	chr11:62792123	NXF1	protein_coding	chr11	62792123	62806302	chr11:62792123	ENSG00000162231
NXN	26.90922	27.25538	27.13043	27.13043	ENSG00000167693	protein_coding	chr17	799313	979770	chr17:799313	NXN	protein_coding	chr17	799310	979776	chr17:799310	ENSG00000167693
NXPE3	22.503048	23.915982	24.26503	23.915982	ENSG00000144815	protein_coding	chr3	101779202	101828229	chr3:101779202	NXPE3	protein_coding	chr3	101779202	101828231	chr3:101779202	ENSG00000144815
NXPH4	8.81584	8.14782	7.89685	8.14782	ENSG00000182379	protein_coding	chr12	57216795	57226449	chr12:57216795	NXPH4	protein_coding	chr12	57216794	57226449	chr12:57216794	ENSG00000182379
NXT1	30.8691	30.8482	30.5316	30.8482	ENSG00000132661	protein_coding	chr20	23350736	23354777	chr20:23350736	NXT1	protein_coding	chr20	23350791	23354771	chr20:23350791	ENSG00000132661
NXT2	37.4235021	36.94121	34.444525	36.94121	ENSG00000101888	protein_coding	chrX	109535781	109544690	chrX:109535781	NXT2	protein_coding	chrX	109535781	109544698	chrX:109535781	ENSG00000101888
NYNRIN	2.70283	2.82272	2.86068	2.82272	ENSG00000205978	protein_coding	chr14	24398786	24419288	chr14:24398786	NYNRIN	protein_coding	chr14	24399003	24419283	chr14:24399003	ENSG00000205978
OAF	17.69121	20.34545	17.9782	17.9782	ENSG00000184232	protein_coding	chr11	120210767	120230332	chr11:120210767	OAF	protein_coding	chr11	120211032	120230334	chr11:120211032	ENSG00000184232
OARD1	27.304829	22.966232	24.448881	24.448881	ENSG00000124596	protein_coding	chr6	41033627	41097787	chr6:41033627	OARD1	protein_coding	chr6	41033627	41097787	chr6:41033627	ENSG00000124596
OAT	254.212025	255.20588	252.606	254.212025	ENSG00000065154	protein_coding	chr10	124397303	124418976	chr10:124397303	OAT	protein_coding	chr10	124397303	124418976	chr10:124397303	ENSG00000065154
OAZ1	703.248	725.558	709.638	709.638	ENSG00000104904	protein_coding	chr19	2269509	2273490	chr19:2269509	OAZ1	protein_coding	chr19	2269509	2273490	chr19:2269509	ENSG00000104904
OAZ2	61.4607	60.99779	58.30507	60.99779	ENSG00000180304	protein_coding	chr15	64687573	64703281	chr15:64687573	OAZ2	protein_coding	chr15	64687573	64703281	chr15:64687573	ENSG00000180304
OAZ3	3.328641	3.262202	3.950744	3.328641	ENSG00000143450	protein_coding	chr1	151762899	151771334	chr1:151762899	OAZ3	protein_coding	chr1	151762899	151771334	chr1:151762899	ENSG00000143450
OBFC1	12.47783	13.3747	12.85416	12.85416	ENSG00000107960	protein_coding	chr10	103882542	103918205	chr10:103882542	STN1	protein_coding	chr10	103856806	103918332	chr10:103856806	ENSG00000107960
OBSL1	28.489256	27.50909	29.461331	28.489256	ENSG00000124006	protein_coding	chr2	219550729	219571859	chr2:219550729	OBSL1	protein_coding	chr2	219550728	219571859	chr2:219550728	ENSG00000124006
OCA2	1.35229	1.53969	1.2945	1.35229	ENSG00000104044	protein_coding	chr15	27754875	28099358	chr15:27754875	OCA2	protein_coding	chr15	27754875	28099315	chr15:27754875	ENSG00000104044
OCEL1	5.21919	5.493894	4.84044245	5.21919	ENSG00000099330	protein_coding	chr19	17226204	17229219	chr19:17226204	OCEL1	protein_coding	chr19	17226213	17229219	chr19:17226213	ENSG00000099330
OCIAD1	138.768381	131.071212	128.75796	131.071212	ENSG00000109180	protein_coding	chr4	48805212	48861817	chr4:48805212	OCIAD1	protein_coding	chr4	48805212	48861817	chr4:48805212	ENSG00000109180
OCIAD1-AS1	3.58252	2.09641	3.59422	3.58252	ENSG00000248256	antisense	chr4	48852008	48860203	chr4:48852008	OCIAD1-AS1	lncRNA	chr4	48852008	48860203	chr4:48852008	ENSG00000248256
OCLN	32.318288	32.22709	30.54392	32.22709	ENSG00000197822	protein_coding	chr5	69492292	69558104	chr5:69492292	OCLN	protein_coding	chr5	69492292	69558104	chr5:69492292	ENSG00000197822
OCRL	39.4972	38.60735	39.0136	39.0136	ENSG00000122126	protein_coding	chrX	129539849	129592561	chrX:129539849	OCRL	protein_coding	chrX	129539849	129592561	chrX:129539849	ENSG00000122126
ODC1	320.6685	325.2917	328.7622	325.2917	ENSG00000115758	protein_coding	chr2	10439968	10448504	chr2:10439968	ODC1	protein_coding	chr2	10439968	10448327	chr2:10439968	ENSG00000115758
ODF2	38.25205	37.1268760002625	36.9891710655261	37.1268760002625	ENSG00000136811	protein_coding	chr9	128455186	128501292	chr9:128455186	ODF2	protein_coding	chr9	128455186	128501292	chr9:128455186	ENSG00000136811
ODF2L	29.111471	28.904984	28.824419051801	28.904984	ENSG00000122417	protein_coding	chr1	86346824	86396342	chr1:86346824	ODF2L	protein_coding	chr1	86346824	86396342	chr1:86346824	ENSG00000122417
ODF3B	0.1781792	1.090848	1.2773843	1.090848	ENSG00000177989	protein_coding	chr22	50529710	50532580	chr22:50529710	ODF3B	protein_coding	chr22	50529710	50532506	chr22:50529710	ENSG00000177989
OFD1	23.89485	25.492326	23.37619	23.89485	ENSG00000046651	protein_coding	chrX	13734745	13769353	chrX:13734745	OFD1	protein_coding	chrX	13734743	13777955	chrX:13734743	ENSG00000046651
OGDH	33.25731861956	32.1500001863253	34.8048101590352	33.25731861956	ENSG00000105953	protein_coding	chr7	44606572	44709066	chr7:44606572	OGDH	protein_coding	chr7	44606572	44709066	chr7:44606572	ENSG00000105953
OGDHL	5.70851	5.391329	5.65787	5.65787	ENSG00000197444	protein_coding	chr10	49734643	49762379	chr10:49734643	OGDHL	protein_coding	chr10	49734641	49762379	chr10:49734641	ENSG00000197444
OGFOD1	78.8895	80.9399	78.316	78.8895	ENSG00000087263	protein_coding	chr16	56451490	56479100	chr16:56451490	OGFOD1	protein_coding	chr16	56451521	56479104	chr16:56451521	ENSG00000087263
OGFOD2	4.022584243759	4.0436020725397	4.1150911948164	4.0436020725397	ENSG00000111325	protein_coding	chr12	122974580	122980043	chr12:122974580	OGFOD2	protein_coding	chr12	122974580	122980043	chr12:122974580	ENSG00000111325
OGFOD3	10.80743	11.9663	12.1696	11.9663	ENSG00000181396	protein_coding	chr17	82389223	82418637	chr17:82389223	OGFOD3	protein_coding	chr17	82389210	82418637	chr17:82389210	ENSG00000181396
OGFR	23.629536	24.518509	22.265192	23.629536	ENSG00000060491	protein_coding	chr20	62804835	62814000	chr20:62804835	OGFR	protein_coding	chr20	62804835	62814000	chr20:62804835	ENSG00000060491
OGFRL1	14.1513	14.4523	14.1289	14.1513	ENSG00000119900	protein_coding	chr6	71288803	71308950	chr6:71288803	OGFRL1	protein_coding	chr6	71288811	71309059	chr6:71288811	ENSG00000119900
OGFRP1	2.106102	1.798627	1.920262	1.920262	ENSG00000182057	lincRNA	chr22	42269753	42275196	chr22:42269753	OGFRP1	lncRNA	chr22	42269703	42279534	chr22:42269703	ENSG00000182057
OGG1	12.648575	13.1487	12.908315204901	12.908315204901	ENSG00000114026	protein_coding	chr3	9749944	9788219	chr3:9749944	OGG1	protein_coding	chr3	9749944	9788219	chr3:9749944	ENSG00000114026
OGT	93.79681	95.97196	99.19613	95.97196	ENSG00000147162	protein_coding	chrX	71533083	71575897	chrX:71533083	OGT	protein_coding	chrX	71533087	71575892	chrX:71533087	ENSG00000147162
OIP5	29.784	29.8082	28.1976	29.784	ENSG00000104147	protein_coding	chr15	41309268	41332621	chr15:41309268	OIP5	protein_coding	chr15	41309273	41332591	chr15:41309273	ENSG00000104147
OIP5-AS1	39.048722	39.54379	38.029056	39.048722	ENSG00000247556	processed_transcript	chr15	41283990	41309737	chr15:41283990	OIP5-AS1	lncRNA	chr15	41283990	41309737	chr15:41283990	ENSG00000247556
OLA1	294.40107	299.75201	284.38034	294.40107	ENSG00000138430	protein_coding	chr2	174072447	174248698	chr2:174072447	OLA1	protein_coding	chr2	174072447	174248599	chr2:174072447	ENSG00000138430
OLFM1	1.1460221	1.19051	0.8837044	1.1460221	ENSG00000130558	protein_coding	chr9	135075243	135121179	chr9:135075243	OLFM1	protein_coding	chr9	135075422	135121180	chr9:135075422	ENSG00000130558
OLFM2	3.38852	3.28368	3.03547	3.28368	ENSG00000105088	protein_coding	chr19	9853718	9936552	chr19:9853718	OLFM2	protein_coding	chr19	9853718	9936515	chr19:9853718	ENSG00000105088
OLIG1	1.00479	1.03149	0.90372	1.00479	ENSG00000184221	protein_coding	chr21	33070144	33072420	chr21:33070144	OLIG1	protein_coding	chr21	33070141	33072413	chr21:33070141	ENSG00000184221
OLIG2	2.8753586	2.911436	2.671637	2.8753586	ENSG00000205927	protein_coding	chr21	33025845	33029196	chr21:33025845	OLIG2	protein_coding	chr21	33025935	33029196	chr21:33025935	ENSG00000205927
OLMALINC	8.12902	7.73423	8.55993	8.12902	ENSG00000235823	lincRNA	chr10	100373615	100383368	chr10:100373615	OLMALINC	lncRNA	chr10	100373099	100454043	chr10:100373099	ENSG00000235823
OMA1	37.0144	38.0854	38.4454	38.0854	ENSG00000162600	protein_coding	chr1	58415384	58546802	chr1:58415384	OMA1	protein_coding	chr1	58415384	58546802	chr1:58415384	ENSG00000162600
ONECUT2	6.50214	5.86482	6.45661	6.45661	ENSG00000119547	protein_coding	chr18	57435685	57491297	chr18:57435685	ONECUT2	protein_coding	chr18	57435374	57491298	chr18:57435374	ENSG00000119547
OPA1	43.2234351	43.12552426	43.9106457587	43.2234351	ENSG00000198836	protein_coding	chr3	193593144	193697823	chr3:193593144	OPA1	protein_coding	chr3	193593144	193697811	chr3:193593144	ENSG00000198836
OPA3	9.8778818	11.18576	10.351349	10.351349	ENSG00000125741	protein_coding	chr19	45527427	45602212	chr19:45527427	OPA3	protein_coding	chr19	45527767	45602212	chr19:45527767	ENSG00000125741
OPHN1	6.10538	5.64864	5.88899	5.88899	ENSG00000079482	protein_coding	chrX	68042344	68433913	chrX:68042344	OPHN1	protein_coding	chrX	67949349	68433913	chrX:67949349	ENSG00000079482
OPN3	2.56538	2.89969	2.68459	2.68459	ENSG00000054277	protein_coding	chr1	241590102	241677376	chr1:241590102	OPN3	protein_coding	chr1	241590102	241677376	chr1:241590102	ENSG00000054277
OPTN	11.938498	11.941053	10.9788024007618	11.938498	ENSG00000123240	protein_coding	chr10	13099449	13138308	chr10:13099449	OPTN	protein_coding	chr10	13099449	13138308	chr10:13099449	ENSG00000123240
OR2A1-AS1	2.75095	6.05433	5.03814	5.03814	ENSG00000244479	antisense	chr7	144251264	144356181	chr7:144251264	OR2A1-AS1	lncRNA	chr7	144300395	144356181	chr7:144300395	ENSG00000244479
ORAI1	8.720539	8.26837	9.38646	8.720539	ENSG00000276045	protein_coding	chr12	121626550	121642677	chr12:121626550	ORAI1	protein_coding	chr12	121626509	121643218	chr12:121626509	ENSG00000276045
ORAI2	8.3325091	7.5535634248	7.9078363167	7.9078363167	ENSG00000160991	protein_coding	chr7	102433106	102456821	chr7:102433106	ORAI2	protein_coding	chr7	102433106	102456825	chr7:102433106	ENSG00000160991
ORAI3	3.24989	3.12787	3.25867	3.24989	ENSG00000175938	protein_coding	chr16	30949066	30956461	chr16:30949066	ORAI3	protein_coding	chr16	30949068	30956461	chr16:30949068	ENSG00000175938
ORAOV1	17.305262	18.994973	17.76293	17.76293	ENSG00000149716	protein_coding	chr11	69653076	69675416	chr11:69653076	LTO1	protein_coding	chr11	69653076	69675416	chr11:69653076	ENSG00000149716
ORC1	29.46577	30.75259	31.34853	30.75259	ENSG00000085840	protein_coding	chr1	52372829	52404459	chr1:52372829	ORC1	protein_coding	chr1	52372829	52404423	chr1:52372829	ENSG00000085840
ORC2	40.4777	40.9245	39.3696	40.4777	ENSG00000115942	protein_coding	chr2	200908973	200963680	chr2:200908973	ORC2	protein_coding	chr2	200908977	200963680	chr2:200908977	ENSG00000115942
ORC3	56.085	58.8487	53.99288	56.085	ENSG00000135336	protein_coding	chr6	87590067	87667453	chr6:87590067	ORC3	protein_coding	chr6	87590067	87667453	chr6:87590067	ENSG00000135336
ORC4	37.351564	36.7921872106	35.9425110015352	36.7921872106	ENSG00000115947	protein_coding	chr2	147930397	148021604	chr2:147930397	ORC4	protein_coding	chr2	147930396	148021604	chr2:147930396	ENSG00000115947
ORC5	44.75689	48.13548	44.49578	44.75689	ENSG00000164815	protein_coding	chr7	104126341	104208047	chr7:104126341	ORC5	protein_coding	chr7	104126341	104208047	chr7:104126341	ENSG00000164815
ORC6	60.17379178503	61.0144509009	60.03903674	60.17379178503	ENSG00000091651	protein_coding	chr16	46689643	46698394	chr16:46689643	ORC6	protein_coding	chr16	46689643	46698394	chr16:46689643	ENSG00000091651
ORMDL1	87.50212	85.93672	84.2267	85.93672	ENSG00000128699	protein_coding	chr2	189770323	189784371	chr2:189770323	ORMDL1	protein_coding	chr2	189770267	189784364	chr2:189770267	ENSG00000128699
ORMDL2	46.81908	46.17223	48.20795	46.81908	ENSG00000123353	protein_coding	chr12	55817919	55821879	chr12:55817919	ORMDL2	protein_coding	chr12	55818041	55821879	chr12:55818041	ENSG00000123353
ORMDL3	22.684427	17.536036	20.333787	20.333787	ENSG00000172057	protein_coding	chr17	39921041	39927601	chr17:39921041	ORMDL3	protein_coding	chr17	39921041	39927601	chr17:39921041	ENSG00000172057
OS9	70.3314100043557	70.5982274296	70.85353992	70.5982274296	ENSG00000135506	protein_coding	chr12	57693955	57721557	chr12:57693955	OS9	protein_coding	chr12	57693841	57728342	chr12:57693841	ENSG00000135506
OSBP	34.3633	34.3122	34.9035	34.3633	ENSG00000110048	protein_coding	chr11	59574398	59616144	chr11:59574398	OSBP	protein_coding	chr11	59574398	59615774	chr11:59574398	ENSG00000110048
OSBP2	4.10304791	3.6136250351051	3.8653670177273	3.8653670177273	ENSG00000184792	protein_coding	chr22	30693782	30907824	chr22:30693782	OSBP2	protein_coding	chr22	30693782	30907824	chr22:30693782	ENSG00000184792
OSBPL10	2.88455	2.259294	2.667072	2.667072	ENSG00000144645	protein_coding	chr3	31657890	32077580	chr3:31657890	OSBPL10	protein_coding	chr3	31657912	32077580	chr3:31657912	ENSG00000144645
OSBPL11	29.6389	29.4319	29.9372	29.6389	ENSG00000144909	protein_coding	chr3	125528858	125595090	chr3:125528858	OSBPL11	protein_coding	chr3	125528858	125595497	chr3:125528858	ENSG00000144909
OSBPL1A	30.19105	29.12446	30.318611	30.19105	ENSG00000141447	protein_coding	chr18	24162044	24397880	chr18:24162044	OSBPL1A	protein_coding	chr18	24162045	24397880	chr18:24162045	ENSG00000141447
OSBPL2	17.6339000039053	18.4051	17.888845	17.888845	ENSG00000130703	protein_coding	chr20	62231922	62296213	chr20:62231922	OSBPL2	protein_coding	chr20	62231922	62296213	chr20:62231922	ENSG00000130703
OSBPL3	14.506430504162	13.75133645	13.61188463	13.75133645	ENSG00000070882	protein_coding	chr7	24796539	24981634	chr7:24796539	OSBPL3	protein_coding	chr7	24796540	24981634	chr7:24796540	ENSG00000070882
OSBPL5	1.7053302	1.9206695	1.8947277	1.8947277	ENSG00000021762	protein_coding	chr11	3087116	3166739	chr11:3087116	OSBPL5	protein_coding	chr11	3087107	3166739	chr11:3087107	ENSG00000021762
OSBPL6	16.6712540064507	15.826279	16.2680130241877	16.2680130241877	ENSG00000079156	protein_coding	chr2	178194481	178402891	chr2:178194481	OSBPL6	protein_coding	chr2	178194481	178402893	chr2:178194481	ENSG00000079156
OSBPL7	1.215477	1.092049	1.180051	1.180051	ENSG00000006025	protein_coding	chr17	47807372	47821834	chr17:47807372	OSBPL7	protein_coding	chr17	47807372	47821834	chr17:47807372	ENSG00000006025
OSBPL8	41.817217	45.12101	42.27388	42.27388	ENSG00000091039	protein_coding	chr12	76351797	76559809	chr12:76351797	OSBPL8	protein_coding	chr12	76351797	76559809	chr12:76351797	ENSG00000091039
OSBPL9	68.979139	67.35712	70.1815	68.979139	ENSG00000117859	protein_coding	chr1	51577179	51798427	chr1:51577179	OSBPL9	protein_coding	chr1	51577179	51798427	chr1:51577179	ENSG00000117859
OSCP1	6.189658	7.74758	5.60156015	6.189658	ENSG00000116885	protein_coding	chr1	36415827	36450451	chr1:36415827	OSCP1	protein_coding	chr1	36415827	36450451	chr1:36415827	ENSG00000116885
OSER1	31.76732	29.098115	29.70443	29.70443	ENSG00000132823	protein_coding	chr20	44196496	44210791	chr20:44196496	OSER1	protein_coding	chr20	44195939	44210771	chr20:44195939	ENSG00000132823
OSER1-AS1	4.372488	3.423895	3.811721	3.811721	ENSG00000223891	lincRNA	chr20	44210960	44226027	chr20:44210960	OSER1-DT	lncRNA	chr20	44210907	44226027	chr20:44210907	ENSG00000223891
OSGEP	29.1095	26.2816	27.2012	27.2012	ENSG00000092094	protein_coding	chr14	20446411	20455105	chr14:20446411	OSGEP	protein_coding	chr14	20446401	20455089	chr14:20446401	ENSG00000092094
OSGEPL1	17.041068	17.009569	17.198422	17.041068	ENSG00000128694	protein_coding	chr2	189746660	189763227	chr2:189746660	OSGEPL1	protein_coding	chr2	189746660	189763227	chr2:189746660	ENSG00000128694
OSGEPL1-AS1	2.561312	4.670693	2.371548	2.561312	ENSG00000253559	antisense	chr2	189762704	189765556	chr2:189762704	OSGEPL1-AS1	lncRNA	chr2	189762704	189765556	chr2:189762704	ENSG00000253559
OSGIN2	21.45727	21.70934	21.33611	21.45727	ENSG00000164823	protein_coding	chr8	89901859	89927888	chr8:89901859	OSGIN2	protein_coding	chr8	89901849	89927888	chr8:89901849	ENSG00000164823
OSR2	6.389124	6.288491	6.440222	6.389124	ENSG00000164920	protein_coding	chr8	98944403	98952104	chr8:98944403	OSR2	protein_coding	chr8	98944403	98952104	chr8:98944403	ENSG00000164920
OST4	229.074626	235.24158	216.310295	229.074626	ENSG00000228474	protein_coding	chr2	27070472	27071773	chr2:27070472	OST4	protein_coding	chr2	27070472	27071654	chr2:27070472	ENSG00000228474
OSTC	225.988516	230.02415	222.86641	225.988516	ENSG00000198856	protein_coding	chr4	108650584	108667820	chr4:108650584	OSTC	protein_coding	chr4	108650585	108667820	chr4:108650585	ENSG00000198856
OSTF1	33.7165	33.6865	34.1139	33.7165	ENSG00000134996	protein_coding	chr9	75088543	75147265	chr9:75088543	OSTF1	protein_coding	chr9	75088514	75147265	chr9:75088514	ENSG00000134996
OSTM1	16.3443	15.4584	14.679	15.4584	ENSG00000081087	protein_coding	chr6	108041409	108165854	chr6:108041409	OSTM1	protein_coding	chr6	108029245	108165854	chr6:108029245	ENSG00000081087
OSTN	3.90884	4.05916	4.09827	4.05916	ENSG00000188729	protein_coding	chr3	191199241	191265615	chr3:191199241	OSTN	protein_coding	chr3	191199241	191265615	chr3:191199241	ENSG00000188729
OTUB1	85.520904	88.354557	83.695281	85.520904	ENSG00000167770	protein_coding	chr11	63985853	64001811	chr11:63985853	OTUB1	protein_coding	chr11	63985853	64001811	chr11:63985853	ENSG00000167770
OTUB2	4.664382	4.213391	3.9716684	4.213391	ENSG00000089723	protein_coding	chr14	94026329	94048930	chr14:94026329	OTUB2	protein_coding	chr14	94026340	94048930	chr14:94026340	ENSG00000089723
OTUD1	6.31661	5.97835	6.20853	6.20853	ENSG00000165312	protein_coding	chr10	23439458	23442390	chr10:23439458	OTUD1	protein_coding	chr10	23439075	23442377	chr10:23439075	ENSG00000165312
OTUD3	12.5996	12.4129	12.9954	12.5996	ENSG00000169914	protein_coding	chr1	19882513	19912945	chr1:19882513	OTUD3	protein_coding	chr1	19882395	19912945	chr1:19882395	ENSG00000169914
OTUD4	36.0568	34.61533	38.23642	36.0568	ENSG00000164164	protein_coding	chr4	145110838	145180161	chr4:145110838	OTUD4	protein_coding	chr4	145110838	145180589	chr4:145110838	ENSG00000164164
OTUD5	54.17894	48.53469	53.40514	53.40514	ENSG00000068308	protein_coding	chrX	48922028	48958386	chrX:48922028	OTUD5	protein_coding	chrX	48922024	48958386	chrX:48922024	ENSG00000068308
OTUD6B	36.861971	39.26798	36.4889	36.861971	ENSG00000155100	protein_coding	chr8	91070196	91087095	chr8:91070196	OTUD6B	protein_coding	chr8	91070196	91087095	chr8:91070196	ENSG00000155100
OTUD6B-AS1	41.732509	42.775083	41.488245	41.732509	ENSG00000253738	antisense	chr8	91059909	91070189	chr8:91059909	OTUD6B-AS1	lncRNA	chr8	91059318	91070583	chr8:91059318	ENSG00000253738
OTUD7B	8.62848	8.08433	8.68816	8.62848	ENSG00000264522	protein_coding	chr1	149937812	150010676	chr1:149937812	OTUD7B	protein_coding	chr1	149937812	150010726	chr1:149937812	ENSG00000264522
OTULIN	10.7563	10.5242	10.4351	10.5242	ENSG00000154124	protein_coding	chr5	14664664	14699711	chr5:14664664	OTULIN	protein_coding	chr5	14664664	14699850	chr5:14664664	ENSG00000154124
OTX1	1.872261	1.949848	1.905272	1.905272	ENSG00000115507	protein_coding	chr2	63050057	63057836	chr2:63050057	OTX1	protein_coding	chr2	63050057	63057836	chr2:63050057	ENSG00000115507
OTX2	3.015039	2.765124	2.456545	2.765124	ENSG00000165588	protein_coding	chr14	56799905	56810479	chr14:56799905	OTX2	protein_coding	chr14	56799905	56816693	chr14:56799905	ENSG00000165588
OVCA2	6.21647	7.9598	9.48771	7.9598	ENSG00000262664	protein_coding	chr17	2041936	2043430	chr17:2041936	OVCA2	protein_coding	chr17	2042022	2043425	chr17:2042022	ENSG00000262664
OVGP1	2.38815	1.92388	2.0785	2.0785	ENSG00000085465	protein_coding	chr1	111414314	111427777	chr1:111414314	OVGP1	protein_coding	chr1	111414319	111427735	chr1:111414319	ENSG00000085465
OXA1L	113.286827	116.72925	111.74766	113.286827	ENSG00000155463	protein_coding	chr14	22766522	22773041	chr14:22766522	OXA1L	protein_coding	chr14	22766522	22773042	chr14:22766522	ENSG00000155463
OXCT1	38.41197	39.559206033	43.0935903	39.559206033	ENSG00000083720	protein_coding	chr5	41730065	41870519	chr5:41730065	OXCT1	protein_coding	chr5	41730065	41870425	chr5:41730065	ENSG00000083720
OXLD1	40.46784	39.440777	36.23346	39.440777	ENSG00000204237	protein_coding	chr17	81665036	81666635	chr17:81665036	OXLD1	protein_coding	chr17	81665036	81666635	chr17:81665036	ENSG00000204237
OXNAD1	20.156117	19.6814	21.525687	20.156117	ENSG00000154814	protein_coding	chr3	16265160	16350299	chr3:16265160	OXNAD1	protein_coding	chr3	16265160	16350299	chr3:16265160	ENSG00000154814
OXR1	25.162845	26.3770720022624	24.694828	25.162845	ENSG00000164830	protein_coding	chr8	106270178	106752694	chr8:106270178	OXR1	protein_coding	chr8	106270144	106752694	chr8:106270144	ENSG00000164830
OXSM	30.98108	23.91266	21.9987	23.91266	ENSG00000151093	protein_coding	chr3	25782917	25794534	chr3:25782917	OXSM	protein_coding	chr3	25782917	25794534	chr3:25782917	ENSG00000151093
OXSR1	39.661465	39.878306	39.513754	39.661465	ENSG00000172939	protein_coding	chr3	38165089	38255488	chr3:38165089	OXSR1	protein_coding	chr3	38165089	38255484	chr3:38165089	ENSG00000172939
P2RX4	5.308117	5.32415	4.932842	5.308117	ENSG00000135124	protein_coding	chr12	121209857	121234106	chr12:121209857	P2RX4	protein_coding	chr12	121210065	121234106	chr12:121210065	ENSG00000135124
P2RX5-TAX1BP3	1.05888	1.05376	1.22222	1.05888	ENSG00000257950	protein_coding	chr17	3663063	3696194	chr17:3663063	P2RX5-TAX1BP3	protein_coding	chr17	3663063	3696194	chr17:3663063	ENSG00000257950
P2RY1	8.89567	8.45767	8.62843	8.62843	ENSG00000169860	protein_coding	chr3	152834693	152841439	chr3:152834693	P2RY1	protein_coding	chr3	152835131	152841439	chr3:152835131	ENSG00000169860
P2RY11	4.31941	3.59275	4.14106	4.14106	ENSG00000244165	protein_coding	chr19	10111538	10115372	chr19:10111538	P2RY11	protein_coding	chr19	10111693	10115372	chr19:10111693	ENSG00000244165
P3H1	32.65247	30.63557	32.18714	32.18714	ENSG00000117385	protein_coding	chr1	42746335	42767084	chr1:42746335	P3H1	protein_coding	chr1	42746335	42767084	chr1:42746335	ENSG00000117385
P3H2	1.204412	1.456826	0.972303	1.204412	ENSG00000090530	protein_coding	chr3	189956728	190122437	chr3:189956728	P3H2	protein_coding	chr3	189956728	190122437	chr3:189956728	ENSG00000090530
P3H3	8.22358	7.63742	7.69713	7.69713	ENSG00000110811	protein_coding	chr12	6828410	6839851	chr12:6828410	P3H3	protein_coding	chr12	6828407	6839847	chr12:6828407	ENSG00000110811
P3H4	26.97585	27.78237	27.58923	27.58923	ENSG00000141696	protein_coding	chr17	41801947	41812604	chr17:41801947	P3H4	protein_coding	chr17	41801947	41812604	chr17:41801947	ENSG00000141696
P4HA1	40.96712	40.69466	37.98208	40.69466	ENSG00000122884	protein_coding	chr10	73007217	73096974	chr10:73007217	P4HA1	protein_coding	chr10	73007217	73096974	chr10:73007217	ENSG00000122884
P4HA2	11.18675	10.22106	10.553768	10.553768	ENSG00000072682	protein_coding	chr5	132191838	132295315	chr5:132191838	P4HA2	protein_coding	chr5	132190147	132295315	chr5:132190147	ENSG00000072682
P4HB	258.086559	266.250397	262.814836	262.814836	ENSG00000185624	protein_coding	chr17	81843159	81860694	chr17:81843159	P4HB	protein_coding	chr17	81843159	81860856	chr17:81843159	ENSG00000185624
PA2G4	443.62	423.257	425.303	425.303	ENSG00000170515	protein_coding	chr12	56104319	56113907	chr12:56104319	PA2G4	protein_coding	chr12	56104537	56113910	chr12:56104537	ENSG00000170515
PAAF1	20.938465	19.916778	23.568241	20.938465	ENSG00000175575	protein_coding	chr11	73876699	73931124	chr11:73876699	PAAF1	protein_coding	chr11	73876699	73931114	chr11:73876699	ENSG00000175575
PABPC1	808.6298	810.2994	808.2121	808.6298	ENSG00000070756	protein_coding	chr8	100685816	100722809	chr8:100685816	PABPC1	protein_coding	chr8	100685816	100722809	chr8:100685816	ENSG00000070756
PABPC1L	13.648976	13.216764	14.170368	13.648976	ENSG00000101104	protein_coding	chr20	44910062	44959035	chr20:44910062	PABPC1L	protein_coding	chr20	44910060	44959035	chr20:44910060	ENSG00000101104
PABPC4	121.144	122.2122	121.974	121.974	ENSG00000090621	protein_coding	chr1	39560816	39576790	chr1:39560816	PABPC4	protein_coding	chr1	39560709	39576790	chr1:39560709	ENSG00000090621
PABPC4L	10.5457	11.7809	11.4957	11.4957	ENSG00000254535	protein_coding	chr4	134196333	134201748	chr4:134196333	PABPC4L	protein_coding	chr4	134196333	134201789	chr4:134196333	ENSG00000254535
PABPN1	175.82092	169.08422	171.96091	171.96091	ENSG00000100836	protein_coding	chr14	23321289	23326185	chr14:23321289	PABPN1	protein_coding	chr14	23321457	23326163	chr14:23321457	ENSG00000100836
PACRG	1.237184	4.422155	2.070065	2.070065	ENSG00000112530	protein_coding	chr6	162727132	163315492	chr6:162727132	PACRG	protein_coding	chr6	162727132	163315500	chr6:162727132	ENSG00000112530
PACRGL	14.478449	13.6057732	13.753784	13.753784	ENSG00000163138	protein_coding	chr4	20696282	20752907	chr4:20696282	PACRGL	protein_coding	chr4	20696282	20752907	chr4:20696282	ENSG00000163138
PACS1	8.982045	10.8961	9.308869792	9.308869792	ENSG00000175115	protein_coding	chr11	66070363	66244747	chr11:66070363	PACS1	protein_coding	chr11	66070272	66244744	chr11:66070272	ENSG00000175115
