SRR7629063	SRR7629064	SRR7629065	SRR7629066
OR13A1	0.0780653	0	0	0
OR13C1P	0	0	0	0
OR13C2	0	0	0	0
OR13C3	0	0	0	0
OR13C4	0	0	0	0
OR13C5	0	0	0	0
OR13C6P	0	0	0	0
OR13C7	0	0	0	0
OR13C8	0	0	0	0
OR13C9	0	0	0	0
OR13D1	0	0	0	0
OR13D2P	0	0	0	0
OR13D3P	0	0	0	0
OR13E1P	0	0	0	0
OR13F1	0	0	0	0
OR13G1	0	0	0	0
OR13H1	0	0	0	0
OR13I1P	0.414211	0.259373	0.0714628	0.291129
OR13J1	0	0	0	0
OR13K1P	0	0	0	0
OR13Z1P	0	0	0	0
OR13Z2P	0	0	0	0
OR13Z3P	0	0	0	0
OR14A16	0	0	0	0
OR14A2	0	0	0	0
OR14C36	0	0	0	0
OR14I1	0	0	0	0
OR14J1	0	0	0	0
OR14K1	0	0	0	0
OR14L1P	0	0	0	0
OR1A1	0	0	0	0
OR1A2	0	0	0	0
OR1AA1P	0	0	0	0
OR1AB1P	0	0	0.148405	0
OR1AC1P	0	0	0	0
OR1B1	0	0	0	0
OR1C1	0	0	0	0
OR1D2	0	0	0	0
OR1D3P	0	0	0	0
OR1D4	0	0	0	0
OR1D5	0	0	0	0
OR1E1	0	0	0	0
OR1E2	0	0	0	0
OR1E3	0	0	0	0
OR1F1	0	0	0	0
OR1F12	0	0	0	0
OR1F2P	0	0	0	0
OR1G1	0	0	0	0
OR1H1P	0	0	0	0
OR1I1	0	0	0	0
OR1J1	0.106997	0	0	0
OR1J2	0	0	0	0
OR1J4	0	0	0	0
OR1K1	0	0	0	0
OR1L1	0	0	0	0
OR1L3	0	0	0	0
OR1L4	0	0	0	0
OR1L6	0	0	0	0
OR1L8	0	0	0	0
OR1M1	0	0	0	0
OR1M4P	0	0	0	0
OR1N1	0	0	0	0
OR1N2	0	0	0	0
OR1P1	0	0	0	0
OR1Q1	0.109909	0.0801657	0	0
OR1R1P	0	0	0	0
OR1S1	0	0	0	0
OR1S2	0	0	0	0
OR1X1P	0	0	0	0
OR1X5P	0	0	0	0
OR2A1	0.0242525	0	0.0435122	0
OR2A1-AS1	12.941447	9.082695	12.063181	16.688089
OR2A12	0	0	0	0
OR2A13P	0	0	0	0
OR2A14	0	0	0	0
OR2A15P	0	0	0	0
OR2A2	0	0	0	0
OR2A20P	1.392993	0.734246	0.685777	1.522871
OR2A25	0	0	0	0
OR2A3P	0	0	0	0
OR2A4	0.211535	0	0	0
OR2A41P	0	0	0	0
OR2A42	0.0770877	0	0.139861	0
OR2A5	0	0	0	0
OR2A7	0	0.373602	0.0704334	0.15535
OR2A9P	1.410203	1.606212	1.195522	0.951917
OR2AD1P	0.116873	0.0859551	0	0
OR2AE1	0	0	0	0
OR2AF1P	0	0.0891882	0.196786	0.107752
OR2AG1	0	0	0	0
OR2AG2	0	0	0	0
OR2AH1P	0	0	0	0
OR2AI1P	0	0	0	0
OR2AJ1	0	0	0	0
OR2AK2	0	0	0	0
OR2AL1P	0	0	0	0
OR2AM1P	0	0	0	0
OR2AO1P	0	0	0	0
OR2AP1	0	0	0	0
OR2AQ1P	0	0	0	0
OR2AS1P	0	0	0	0
OR2AS2P	0	0	0	0
OR2AT1P	0	0	0	0
OR2AT2P	0	0	0	0
OR2AT4	0	0	0	0
OR2B11	0	0	0	0
OR2B2	0	0	0	0.0734465
OR2B3	0	0	0	0
OR2B4P	0	0	0	0
OR2B6	1.45267	0.245832	0.274846	0.199502
OR2B7P	0	0	0	0
OR2B8P	0	0	0	0
OR2BH1P	0	0	0	0
OR2C1	0	0	0	0
OR2C3	0	0	0	0
OR2D2	0	0	0	0
OR2D3	0	0	0	0
OR2E1P	0	0	0	0
OR2F1	0	0	0	0
OR2F2	0	0	0	0
OR2G1P	0	0	0	0
OR2G2	0	0	0	0
OR2G3	0	0	0	0
OR2G6	0	0	0	0
OR2H1	0	0	0	0
OR2H2	0	0	0	0
OR2H4P	0	0	0	0
OR2H5P	0	0	0	0
OR2I1P	0	0	0	0
OR2J1	0	0	0	0
OR2J2	0	0	0	0
OR2J3	0	0	0	0
OR2J4P	0	0	0	0
OR2K2	0	0	0	0
OR2L13	0	0	0	0
OR2L1P	0	0	0	0
OR2L2	0	0	0	0
OR2L3	0	0	0	0
OR2L5	0	0	0	0
OR2L6P	0	0	0	0
OR2L8	0	0	0	0
OR2L9P	0	0	0	0
OR2M1P	0	0	0	0
OR2M2	0	0	0	0
OR2M3	0	0	0	0
OR2M4	0	0	0	0
OR2M5	0	0	0	0
OR2M7	0	0	0	0
OR2N1P	0	0	0	0
OR2P1P	0	0	0.119402	0
OR2Q1P	0	0	0	0
OR2R1P	0	0	0	0
OR2S1P	0	0	0	0
OR2S2	0	0	0	0
OR2T1	0	0	0	0
OR2T10	0	0	0	0
OR2T11	0	0	0	0
OR2T12	0	0	0	0
OR2T2	0	0	0	0
OR2T27	0	0	0	0
OR2T29	0	0	0	0
OR2T3	0	0	0	0
OR2T32P	0	0	0	0
OR2T33	0	0	0	0
OR2T34	0	0	0	0
OR2T35	0	0	0	0
OR2T4	0	0	0	0
OR2T5	0	0	0	0
OR2T6	0	0	0	0
OR2T7	0	0	0	0
OR2T8	0	0	0	0
OR2U1P	0	0	0	0
OR2U2P	0	0	0	0
OR2V1	0	0	0	0
OR2V2	0	0	0	0
OR2W1	0	0	0	0
OR2W2P	0	0	0	0
OR2W3	0	0	0	0
OR2W4P	0	0	0	0
OR2W5	0	0	0	0
OR2W6P	0.110316	0.0803805	0	0
OR2X1P	0	0	0	0
OR2Y1	0	0	0	0
OR2Z1	0	0	0	0
OR3A1	0	0.0752161	0	0
OR3A2	0	0	0	0
OR3A3	0	0	0	0
OR3A4P	0	0	0	0
OR3A5P	0	0	0	0
OR3B1P	0	0	0	0
OR3D1P	0	0	0	0
OR4A10P	0	0	0	0
OR4A11P	0	0	0	0
OR4A12P	0	0	0	0
OR4A13P	0	0	0	0
OR4A14P	1.54622	1.35607	1.72038	0.846678
OR4A15	0	0	0	0
OR4A16	0	0	0	0
OR4A17P	0	0	0	0
OR4A18P	0	0	0	0
OR4A19P	0	0	0	0
OR4A1P	0	0	0	0
OR4A21P	0	0	0	0
OR4A2P	0	0	0	0
OR4A3P	0	0	0	0
OR4A40P	0	0	0	0
OR4A41P	0	0	0	0
OR4A42P	0	0	0	0
OR4A43P	0	0	0	0
OR4A44P	0	0	0	0
OR4A45P	0	0	0	0
OR4A46P	0	0	0	0
OR4A47	0	0	0	0
OR4A48P	0	0	0	0
OR4A49P	0	0	0	0.184303
OR4A4P	0	0	0	0
OR4A5	0	0	0	0
OR4A50P	0	0	0	0
OR4A6P	0	0	0	0
OR4A7P	0	0	0	0
OR4A8	0	0	0	0
OR4A9P	0	0	0	0
OR4B1	0	0	0	0
OR4B2P	0	0	0	0
OR4C10P	0	0	0	0
OR4C11	0	0	0	0
OR4C12	0	0	0	0
OR4C13	0	0	0	0
OR4C14P	0	0	0	0
OR4C15	0	0	0	0
OR4C16	0	0	0	0
OR4C1P	0	0	0	0.0993858
OR4C2P	0	0	0	0
OR4C3	0	0	0	0
OR4C45	0	0	0	0
OR4C46	0	0	0	0
OR4C49P	0	0	0	0
OR4C4P	0	0	0	0
OR4C5	0	0	0	0
OR4C50P	0	0	0	0
OR4C6	0	0	0	0
OR4C7P	0	0	0	0
OR4C9P	0	0	0	0
OR4D1	0.0984261	0	0	0
OR4D10	0	0	0	0
OR4D11	0	0	0	0
OR4D12P	0	0	0	0
OR4D2	0	0	0	0
OR4D5	0	0	0	0
OR4D6	0	0	0	0
OR4D7P	0	0	0	0
OR4D8P	0	0	0	0
OR4D9	0	0	0	0
OR4E1	0	0	0	0
OR4E2	0	0	0	0
OR4F13P	0.0462307	0.0679583	0	0
OR4F14P	0	0	0	0
OR4F15	0	0	0	0
OR4F16	0	1.27507e-08	0	4.07078e-08
OR4F17	0	0	0	0
OR4F1P	0	0	0	0
OR4F21	0	0	0	0
OR4F28P	0	9.95009e-09	0	2.16056e-08
OR4F29	0	1.27507e-08	0	4.07078e-08
OR4F2P	0	0	0	0
OR4F3	0	0	0	0
OR4F4	0	0	0	0
OR4F5	0	0	0	0
OR4F6	0	0	0	0
OR4F7P	0	0	0	0
OR4F8P	0	0.164215	0	0.0997585
OR4G11P	0	0.0866301	0	0
OR4G1P	0	0	0	0
OR4G2P	0	0	0	0
OR4G3P	0	0	0	0
OR4G4P	0	0	0	0
OR4H12P	0	0	0	0
OR4H6P	0	0	0	0
OR4K1	0	0	0	0
OR4K11P	0	0	0	0
OR4K12P	0	0	0	0
OR4K13	0	0	0	0
OR4K14	0	0	0	0
OR4K15	0	0	0	0
OR4K16P	0	0	0	0
OR4K17	0	0	0	0
OR4K2	0	0	0	0
OR4K3	0	0	0	0
OR4K4P	0	0	0	0
OR4K5	0	0	0	0
OR4K6P	0	0	0	0
OR4K7P	0	0	0	0
OR4K8P	0	0	0	0
OR4L1	0	0	0	0
OR4M1	0	0	0	0
OR4M2	0	0	0	0
OR4N1P	0	0	0	0
OR4N2	0	0	0	0
OR4N3P	0	0	0	0
OR4N4	0	0	0	0
OR4N5	0	0	0	0
OR4P1P	0	0	0	0
OR4P4	0	0	0	0
OR4Q1P	0	0	0	0
OR4Q2	0	0	0	0
OR4Q3	0	0	0	0
OR4R1P	0	0	0	0
OR4R2P	0	0	0	0
OR4R3P	0	0	0	0
OR4S1	0	0	0	0
OR4S2	0	0	0	0
OR4T1P	0	0	0	0
OR4U1P	0	0	0	0
OR4V1P	0	0	0	0
OR4X1	0	0	0	0
OR4X2	0	0	0	0
OR4X7P	0	0	0	0
OR51A10P	0	0	0	0
OR51A1P	0	0	0	0
OR51A2	0	0	0	0
OR51A3P	0	0	0	0
OR51A4	0	0	0	0
OR51A5P	0	0	0	0
OR51A6P	0	0	0	0
OR51A7	0	0	0	0
OR51A8P	0	0	0	0
OR51A9P	0	0	0	0
OR51AB1P	0	0	0	0
OR51B2	0	0	0	0
OR51B3P	0	0	0	0
OR51B4	0	0	0	0
OR51B5	0	0	0	0
OR51B6	0	0	0	0
OR51B8P	0	0	0	0
OR51C1P	0	0	0	0
OR51C4P	0	0	0	0
OR51D1	0	0	0	0
OR51E1	0	0	0	0
OR51E2	0.3661	0.199968	0.225865	0.208681
OR51F1	0	0	0	0
OR51F2	0	0	0	0
OR51F3P	0	0	0	0
OR51F4P	0	0	0	0
OR51F5P	0	0	0	0
OR51G1	0	0	0	0
OR51G2	0	0	0	0
OR51H1	0	0	0	0
OR51H2P	0	0	0	0
OR51I1	0	0	0	0
OR51I2	0	0	0	0
OR51J1	0	0	0	0
OR51K1P	0	0	0	0
OR51L1	0	0	0	0
OR51M1	0	0	0	0
OR51N1P	0	0	0	0
OR51P1P	0	0	0	0
OR51Q1	0	0	0	0
OR51R1P	0	0	0	0
OR51S1	0	0	0	0
OR51T1	0	0	0	0
OR51V1	0	0	0	0
OR52A1	0	0	0	0
OR52A4P	0	0	0	0
OR52A5	0	0	0	0
OR52B1P	0	0	0	0.102637
OR52B2	0	0	0	0
OR52B3P	0	0	0	0
OR52B4	0	0	0	0
OR52B5P	0	0	0	0
OR52B6	0	0	0	0
OR52D1	0	0	0	0
OR52E1	0	0	0	0
OR52E2	0	0	0	0
OR52E3P	0	0	0	0
OR52E4	0	0	0	0
OR52E5	0	0	0	0
OR52E6	0	0	0	0
OR52E7P	0	0	0	0
OR52E8	0	0	0	0
OR52H1	0	0	0	0
OR52H2P	0	0	0	0
OR52I1	0	0	0	0
OR52I2	0	0	0	0
OR52J1P	0	0	0	0
OR52J2P	0	0	0	0
OR52J3	0	0	0	0
OR52K1	0	0	0	0
OR52K2	0	0	0	0
OR52K3P	0	0.0779463	0	0.0945475
OR52L1	0	0	0	0
OR52L2P	0	0	0	0
OR52M1	0	0	0	0
OR52M2P	0	0	0	0
OR52N1	0	0	0	0
OR52N2	0	0	0	0
OR52N3P	0	0	0	0
OR52N4	0	0	0	0
OR52N5	0	0	0	0
OR52P1P	0	0	0	0
OR52P2P	0	0	0	0
OR52Q1P	0	0	0	0
OR52R1	0	0	0	0
OR52S1P	0	0	0	0
OR52T1P	0	0	0	0
OR52U1P	0	0	0	0
OR52V1P	0	0	0	0
OR52W1	0	0	0	0
OR52X1P	0	0	0	0
OR52Y1P	0	0	0	0
OR52Z1	0	0	0	0
OR55B1P	0	0	0	0
OR56A1	0	0	0	0
OR56A3	0	0	0	0
OR56A4	0	0	0	0
OR56A5	0	0	0	0
OR56A7P	0	0	0	0
OR56B1	0	0	0	0
OR56B2P	0	0	0	0
OR56B3P	0	0	0	0
OR56B4	0	0	0	0
OR5A1	0	0	0	0.0822041
OR5A2	0	0	0	0
OR5AC1	0	0	0	0
OR5AC2	0	0	0	0
OR5AC4P	0	0	0	0
OR5AH1P	0	0	0	0
OR5AK1P	0	0	0	0
OR5AK2	0	0	0	0
OR5AK3P	0	0	0	0
OR5AK4P	0	0	0	0
OR5AL1	0	0	0	0
OR5AL2P	0	0	0	0
OR5AM1P	0	0	0	0
OR5AN1	0	0	0	0
OR5AN2P	0	0	0	0
OR5AO1P	0	0	0	0
OR5AP1P	0	0	0	0
OR5AP2	0	0	0	0
OR5AQ1P	0	0	0	0
OR5AR1	0	0	0	0
OR5AS1	0	0	0	0
OR5AU1	0	0	0	0
OR5AW1P	0	0	0	0
OR5AZ1P	0	0	0	0
OR5B10P	0	0	0	0
OR5B12	0	0	0	0
OR5B15P	0	0	0	0
OR5B17	0	0	0	0
OR5B19P	0	0	0	0
OR5B1P	0	0	0	0
OR5B2	0	0	0	0
OR5B21	0	0	0	0
OR5B3	0	0	0	0
OR5BA1P	0	0	0	0
OR5BB1P	0	0	0	0
OR5BC1P	0	0	0	0
OR5BD1P	0	0	0	0
OR5BE1P	0	0	0	0
OR5BH1P	0	0	0.093927	0
OR5BJ1P	0	0	0	0
OR5BK1P	0.127864	0.0939209	0.104472	0
OR5BL1P	0	0	0	0
OR5BM1P	0	0	0	0
OR5BN1P	0	0	0	0
OR5BN2P	0	0	0	0
OR5BP1P	0	0	0	0
OR5BQ1P	0	0	0	0
OR5BR1P	0	0	0	0
OR5BS1P	0	0	0	0
OR5BT1P	0	0	0	0
OR5C1	0	0	0	0
OR5D13	0	0	0	0
OR5D14	0	0	0	0
OR5D15P	0	0	0	0
OR5D16	0	0	0	0
OR5D17P	0	0	0	0
OR5D18	0	0	0	0
OR5D2P	0	0	0	0
OR5D3P	0	0	0	0
OR5E1P	0	0	0	0
OR5F1	0	0	0	0
OR5F2P	0	0	0	0
OR5G1P	0	0	0	0
OR5G3	0	0	0	0
OR5G4P	0	0	0	0
OR5G5P	0	0	0	0
OR5H1	0	0	0	0
OR5H14	0	0	0	0
OR5H15	0	0	0	0
OR5H2	0	0	0	0
OR5H3P	0	0	0	0
OR5H4P	0	0	0	0
OR5H5P	0	0	0	0
OR5H6	0	0	0	0
OR5H7P	0	0	0	0
OR5H8	0	0	0	0
OR5I1	0	0	0	0
OR5J1P	0	0	0	0
OR5J2	0	0	0	0
OR5J7P	0	0	0	0
OR5K1	0	0	0	0
OR5K2	0	0	0	0
OR5K3	0	0	0	0
OR5K4	0	0	0	0
OR5L1	0	0	0	0
OR5L2	0	0	0	0
OR5M1	0	0	0	0
OR5M10	0	0	0	0
OR5M11	0	0	0	0
OR5M12P	0	0	0	0
OR5M13P	0	0	0	0
OR5M14P	0	0	0	0
OR5M2P	0	0	0	0
OR5M3	0	0	0	0
OR5M4P	0	0	0	0
OR5M5P	0	0	0	0
OR5M6P	0	0	0	0
OR5M7P	0	0	0	0
OR5M8	0	0	0	0
OR5M9	0	0	0	0
OR5P1P	0	0	0	0
OR5P2	0	0	0	0
OR5P3	0	0	0	0
OR5P4P	0	0	0	0
OR5R1	0	0	0	0
OR5S1P	0.100635	0	0	0
OR5T1	0	0	0	0
OR5T2	0	0	0	0
OR5T3	0	0	0	0
OR5V1	0	0	0	0
OR5W1P	0	0	0	0
OR5W2	0	0	0	0
OR6A2	0	0	0	0
OR6B1	0	0	0	0
OR6B2	0	0	0	0
OR6B3	0	0	0	0
OR6C1	0	0	0	0
OR6C2	0	0	0	0
OR6C3	0	0	0	0
OR6C4	0	0	0	0
OR6C5P	0	0	0	0
OR6C6	0	0	0	0
OR6C64P	0	0	0	0
OR6C65	0	0	0	0
OR6C66P	0	0	0	0
OR6C68	0	0	0	0
OR6C69P	0	0	0	0
OR6C70	0	0	0	0
OR6C71P	0	0	0	0
OR6C72P	0	0	0	0
OR6C73P	0	0	0	0
OR6C74	0	0	0	0
OR6C75	0	0	0	0
OR6C76	0	0	0	0
OR6C7P	0	0	0	0
OR6D1P	0	0	0	0
OR6E1P	0.155828	0.358155	0.352007	0.381107
OR6F1	0	0	0	0
OR6J1	0	0	0	0
OR6K1P	0.356019	0.24214	0.463212	0.305459
OR6K2	0	0	0	0
OR6K3	0	0	0	0
OR6K4P	0	0	0	0
OR6K5P	0	0	0	0
OR6K6	0	0	0	0
OR6L1P	0.103107	0	0.172421	0
OR6L2P	0	0	0	0
OR6M1	0	0	0	0
OR6M2P	0	0	0	0
OR6M3P	0	0	0	0
OR6N1	0	0	0	0
OR6N2	0	0	0	0
OR6P1	0	0	0	0
OR6Q1	0	0	0	0
OR6R1P	0	0	0	0
OR6R2P	0	0	0.661215	0.693493
OR6S1	0	0	0	0
OR6T1	0	0	0	0
OR6U2P	0	0	0	0
OR6V1	0	0	0	0
OR6W1P	0	0	0	0
OR6X1	0	0	0	0
OR6Y1	0	0	0	0
OR7A10	0	0	0	0
OR7A11P	0	0	0	0
OR7A15P	0.117227	0	0	0
OR7A17	0	0.0699949	0	0.0858611
OR7A18P	0	0	0	0
OR7A19P	0	0	0	0
OR7A1P	0	0	0	0
OR7A3P	0	0	0	0
OR7A5	0	0	0	0
OR7C1	0	0	0	0
OR7C2	0	0	0	0
OR7D1P	0	0	0	0
OR7D2	0.714446	0.65726	0.842047	0.756815
OR7D4	0	0	0	0
OR7E100P	0	0	0	0.115763
OR7E101P	0	0	0	0
OR7E102P	0.402163	0.14778	0.24641	0.230614
OR7E104P	0	0	0	0
OR7E105P	0	0	0	0
OR7E106P	0	0	0	0
OR7E108P	0	0	0	0.139495
OR7E109P	0	0	0	0
OR7E10P	0	0	0	0
OR7E110P	0	0	0	0
OR7E111P	0	0	0	0
OR7E115P	0	0	0	0
OR7E116P	0.0929481	0	0	0
OR7E117P	0	0.0933896	0	0
OR7E11P	0	0	0	0
OR7E121P	0	0.0940967	0	0
OR7E122P	0.161325	0.2148	0.244137	0
OR7E125P	0	0	0	0
OR7E126P	0.792707	1.12348	1.06236	0.970738
OR7E128P	0.758527	0.357923	0.560017	0.342428
OR7E129P	0	0	0	0
OR7E12P	0	0.127286	0	0
OR7E130P	0	0	0	0
OR7E136P	0	0	0	0
OR7E13P	0	0	0.199052	0
OR7E140P	0	0	0	0
OR7E145P	0	0	0	0
OR7E148P	0	0.181257	0	0
OR7E149P	0	0	0	0
OR7E14P	10.23844	11.26834	8.38937	10.80024
OR7E154P	0	0	0	0
OR7E155P	0	0	0	0
OR7E156P	0	0	0	0
OR7E157P	0	0	0	0
OR7E158P	0	0	0	0
OR7E159P	0	0	0	0
OR7E15P	0	0	0.0889237	0
OR7E160P	0	0	0	0.124192
OR7E161P	0	0	0	0
OR7E162P	0.178849	0	0.0977613	0.105879
OR7E163P	0	0	0	0.0201611
OR7E16P	0	0.0855559	0	0
OR7E18P	0	0	0	0
OR7E19P	0	0	0	0
OR7E1P	0	0.105516	0	0
OR7E21P	0	0	0	0
OR7E22P	0	0	0	0
OR7E23P	0	0	0	0
OR7E24	0.0923449	0	0	0
OR7E25P	0	0	0	0
OR7E26P	0	0	0	0
OR7E28P	0	0	0	0
OR7E29P	0	0.315966	0.109549	0.122541
OR7E2P	0	0	0	0
OR7E31P	0	0	0	0
OR7E33P	0	0.0931703	0	0
OR7E35P	0	0	0	0
OR7E36P	0	0	0	0
OR7E37P	0	0	0	0
OR7E38P	9.36367	10.3505	12.711	12.92
OR7E39P	0	0	0.461317	0.556124
OR7E41P	0	0	0	0
OR7E43P	0	0	0	0
OR7E46P	0	0	0	0
OR7E47P	0.223586	0	0.0858056	0
OR7E4P	0	0	0	0
OR7E53P	0	0	0	0
OR7E55P	0	0	0.235124	0
OR7E59P	0.102992	0	0	0
OR7E5P	0	0	0	0
OR7E62P	0	0.221265	0	0
OR7E66P	0	0.137013	0	0
OR7E7P	0.112002	0.0981708	0.0826657	0
OR7E83P	0	0	0	0
OR7E85P	0	0	0	0
OR7E86P	0.115723	0	0	0
OR7E87P	0	0	0	0
OR7E89P	0	0	0	0
OR7E8P	0	0	0	0
OR7E90P	0	0	0	0
OR7E91P	0.241612	0.497248	0.299423	0
OR7E93P	0	0	0	0
OR7E94P	1.89497	1.8039	1.87679	0.7087852
OR7E96P	0	0	0	0
OR7E97P	0	0	0	0
OR7E99P	0	0	0	0
OR7G1	0	0	0	0
OR7G15P	0	0	0	0
OR7G2	0	0	0	0
OR7G3	0	0	0	0
OR7H1P	0	0	0	0
OR7H2P	0	0	0	0
OR7K1P	0	0	0	0
OR7L1P	0	0	0	0
OR7M1P	0	0.181675	0	0
OR8A1	0.601888	0.565816	0.140724	0.228681
OR8A2P	0	0	0	0
OR8A3P	0	0	0	0
OR8B10P	0	0	0	0
OR8B12	0	0	0	0.0901213
OR8B1P	0	0	0	0
OR8B2	0	0	0	0
OR8B3	0	0	0	0
OR8B4	0	0	0	0.100489
OR8B5P	0	0	0	0
OR8B6P	0	0.0922083	0	0
OR8B7P	0	0	0.191909	0.208789
OR8B8	0	0	0	0
OR8B9P	0	0	0	0
OR8C1P	0	0	0	0
OR8D1	0	0	0.0813839	0
OR8D2	0.199406	0	0	0
OR8D4	0	0	0	0
OR8F1P	0	0	0.0937622	0
OR8G1	0	0	0.113619	0.136259
OR8G2P	0	0	0	0
OR8G3P	0	0.258469	0.348343	0.348073
OR8G5	0.298217	0.656023	0.0948266	0.558295
OR8G7P	0	0.0975009	0.215876	0
OR8H1	0	0	0	0
OR8H2	0	0	0	0
OR8H3	0	0	0	0
OR8I1P	0	0	0	0
OR8I2	0	0	0	0
OR8I4P	0	0	0	0
OR8J1	0	0	0	0
OR8J2	0	0	0	0
OR8J3	0	0	0	0
OR8K1	0	0	0	0
OR8K2P	0	0	0	0
OR8K3	0	0	0	0
OR8K4P	0	0	0	0
OR8K5	0	0	0	0
OR8L1P	0	0	0	0
OR8Q1P	0	0.281635	0.156248	0
OR8R1P	0	0	0.12353	0.268421
OR8S1	0	0.0644464	0	0.0786616
OR8S21P	0	0	0	0
OR8T1P	0	0	0	0.0977456
OR8U1	0	0	0	0
OR8V1P	0	0	0	0
OR8X1P	0	0	0	0
OR9A1P	0	0	0	0
OR9A2	0	0	0	0
OR9A3P	0	0	0	0
OR9A4	0	0	0	0
OR9G1	0	0	0	0
OR9G2P	0	0	0	0
OR9G3P	0	0	0	0
OR9G4	0	0	0	0
OR9H1P	0	0	0	0
OR9I1	0	0	0	0
OR9I2P	0	0	0	0
OR9I3P	0	0	0	0
OR9K1P	0	0	0	0
OR9K2	0	0	0	0
OR9L1P	0	0	0	0
OR9M1P	0	0	0	0
OR9N1P	0	0	0	0
OR9P1P	0	0	0	0
OR9Q1	0	0	0	0.0323956
OR9Q2	0	0	0	0
OR9R1P	0	0	0	0
OR9S24P	0	0	0	0
ORAI1	30.11461	31.192813	29.3508	34.67822
ORAI2	17.077885	19.15164	16.384752	16.4232800200574
ORAI3	20.05888	20.38075	11.1848	11.57392
ORAOV1	50.27605	48.12861	58.071706001393	62.55016
ORAOV1P1	0	0	0	0
ORC1	8.72333	8.3579	14.08603	14.34964
ORC2	26.2474	24.1858	28.8815	25.9228
ORC3	25.01366	25.1621	27.68225	27.498
ORC4	26.22572492	26.986786835	25.954236696	23.801024
ORC5	32.352	33.422812	37.67377	34.275264
ORC6	21.8845	21.38183	32.01664	31.7244
ORM1	0	0	0	0
ORM2	0	0	0.112373	0
ORMDL1	42.33054	44.74201	43.023274	36.971843
ORMDL2	78.77518	85.51492	84.07395	89.33132
ORMDL3	22.4492052215	22.159798	15.6768316	14.3245942605
OS9	201.44893749808	206.256770013352	185.245110062701	203.645774693136
OSBP	20.1557	20.317	19.5983	18.6409
OSBP2	6.579469	5.51283406	4.64745117	4.69184500023909
OSBPL10	14.219	15.66046	14.30452	14.79812
OSBPL10-AS1	1.33676	0	0.679259	1.23307
OSBPL11	11.1153	11.1244	10.9603	9.89496
OSBPL1A	8.547252	8.946017	7.364667	6.648202
OSBPL2	55.0773800576231	54.587590100672	44.9876600030125	46.93504
OSBPL3	0.0742273	0.17212	0.217690000419172	0.178832
OSBPL5	8.19064	7.53736018	5.97573	7.3489861
OSBPL6	1.612216	1.37141502	1.419336	1.2856871994
OSBPL7	24.30232	23.50888	15.4622	18.78008
OSBPL8	28.26503	29.48547	29.76083	22.28482
OSBPL9	58.20324966	58.720037	53.79127559	49.181001
OSBPL9P1	0	0	0	0
OSBPL9P2	0	0	0	0
OSBPL9P3	0	0	0	0
OSBPL9P4	0	0	0	0
OSBPL9P5	0	0	0	0
OSCAR	0.644442	0.670183	0.550483	0.7077988
OSCP1	5.46952	6.730758	3.08876	4.94077
OSER1	39.5197	41.5209	28.72676	30.33535
OSER1-AS1	5.906618	4.375697	3.126023	2.42057
OSGEP	17.1076	17.9773	17.0173	18.4655
OSGEPL1	4.907227	4.45454	5.09858	4.62009
OSGEPL1-AS1	1.87806	2.182884	1.28161	2.259015
OSGIN1	13.127873	14.10514	22.40122	24.71198
OSGIN2	54.3556	57.1353	58.8277	51.0534
OSM	0	0	0	0.0768784
OSMR	4.63314	4.7739	4.8542	4.87842
OSMR-AS1	0.412348	0.356897	0.54294	0.233154
OSR1	0.0407719	0.117233	0	0.0367211
OSR2	47.20935	48.3193	34.644624	35.41159
OST4	333.61345	320.94394	308.38128	328.52293
OSTC	97.55426	100.78459	124.52072	111.15736
OSTCP1	1.3435	0.648579	0.592995	0.321627
OSTCP2	0	0.525773	0	0
OSTCP4	0	0	0	0
OSTCP5	0	0	0	0.297864
OSTCP6	0.744756	0	0	0
OSTCP8	0	0	0.283079	0
OSTF1	39.2536	42.6435	57.2363	59.3322
OSTF1P1	0.599888	1.17018	1.50897	1.25832
OSTM1	10.8084	11.4704	10.4611	8.84617
OSTM1-AS1	0	0	0	0
OSTN	0	0	0	0
OSTN-AS1	1.85139	0.201381	0.986323	0.843516
OTC	0	0	0	0
OTOA	0	0	0	0
OTOF	0	0	0.0398009	0.0558075
OTOG	0.0330902	0.035576	0	0.0272749
OTOGL	0.0545880495	0.0080205196	0.0180054362	0.00977796979
OTOL1	0	0.0431068	0	0
OTOP1	0	0	0	0
OTOP2	0.0393821	0	0.0332531	0
OTOP3	0	0	0	0
OTOR	0.129511	0	0	0
OTOS	0	0	0.267262	0.171517
OTP	0.101034	0.115559	0.106257	0.072971
OTUB1	122.4422405053	124.32026348331	109.9377112209	120.95273966329
OTUB2	2.57631	2.83397	1.79506	2.12815
OTUD1	11.8649	11.8669	10.4633	10.199
OTUD3	6.43969	6.09906	6.26512	6.45216
OTUD4	19.838105	19.161731	20.409636	18.040981
OTUD4P1	0	0.0282129	0	0
OTUD5	43.80354	46.06939	31.75629	37.763181
OTUD6A	0.172648	0	0.0956392	0.0509528
OTUD6B	26.813741	26.171212	37.80475	35.414051
OTUD6B-AS1	22.19512	18.26245	26.20924	28.55347
OTUD7A	0.220944	0.185702	0.127208	0.14713
OTUD7B	13.3137	12.5912	10.3535	10.5669
OTULIN	9.4231	9.40067	10.5236	8.83907
OTX1	1.66487000118142	1.27321000064649	1.74855	1.9165500145582
OTX2	0	0	0	0
