7485_IG1_20200906	7485_IG3_20200906	7485_ZX2_20200906	7485_ZX3_20200906	7481_IG1_20200906	7481_IG3_20200906	7481_ZX2_20200906	7481_ZX3_20200906	7486_IG1_20200906	7486_IG3_20200906	7486_ZX2_20200906	7486_ZX3_20200906
PDCL3P5	0	0	0	0	0	0	0	0	2.32872	0	1.18312	1.17456
PDCL3P6	0	0	0	2.00732	0	0	0	0	0	0	0	0
PDCL3P7	0	0	0	0	0	0	0	0	0	0	0	0
PDDC1	1239.9019	1249.60834	924.4341	886.0549	758.10166	828.38813	696.99667	568.82431	755.6627	764.64974	675.0639	594.30004
PDE10A	109	105	54	58	4	13	8	4	3.000005	7.000004	0	7
PDE11A	282.5452304625	223.2668	174.88453	187.63032	238.82402	282.2172	360.43985	303.33711	279.2845	380.4391	395.9013	448.10178
PDE12	1386.803	1386.645	806.789	774.408	852.798	1035.156	702.093	580.826	924.477	1045.069	603.988	651.593
PDE1A	9.00021813494	5.000460351422	4	10.00098	84.0031	100.0064	110.0032	94.0059	3.00086	3.00094	2	6.01801
PDE1B	0	0	0	0	0	0	0	1	0	1	1	0
PDE1C	1317.1973	1029.447	1032.5743	1050.0417	1573.54	2035.5998	2237.35	2043.4584	3229.925	3714.824	3632.755	3798.555
PDE2A	8	18.999986512	2.999995	5.999999	18.99998	12	9.09875	20.00004	31.8192	22.99995	20.99996	16.99997
PDE3A	6.49344	10.1908	7.00545	10.0019	52.7073	44.0221	47.3603	51.84	3.11928	1.00015	1.05995	2.07289
PDE3B	7	9	5	5	2	1	2	0	4	7	9	5
PDE4A	738.0002	683.00002	273.0001	279.99974	782.0004	778.9995	599.00035	516.99988	578	583.99951	356.99994	390.99992
PDE4B	1586.0033	1421.0007	1038.9998	1285.9992	2219.0005	2794.99768	2571.9973	2104.99846	1751.0005	2092.9991	1535.9999	1576.9965
PDE4C	24.85125	21.56707	21.22943	10.2969	9.10016	22.5934	11.392	23.61964	15.01821	13.6095	19.8201	17.19938
PDE4D	187.0004	190.99979	108	154.0003	215.00041	348.0002	272	183.99969	76	95	87	68
PDE4DIP	5077.7497	4428.75826382902	4174.3002	4163.24630038836	6079.03124	7433.1989	7820.21045531685	6648.7673	2822.0150644306	3414.6160510196	3376.16299	3857.63430275824
PDE4DIPP1	0	0	0	0	0	0	0	1.05095	0	0	0	0
PDE5A	539.9999	415.0004	310.0003	367.0007	969	1302	818	879	379.9998	531.0007	369.9998	311.9997
PDE6A	17.32332	18.1225	6.07485	9.12512	10.1761	14.90841	12.75909	8.82183	11.91	13.324429426	17.1964	21.4241
PDE6B	10.9890935724	4.0297024959	9.51609	6.06186	3.711692708	12.056100962212	8.6931498235	1.7912700726508	5.3944594296	2.10235555553	6.2148548441	1.1412246529
PDE6C	3	1	3	1	0	2	0	3	1	2	3	2
PDE6D	416.0002	398.00013	327	357	378.0003	446	466.0001	332.99968	324.99979	344.00047	278.00047	359
PDE6G	3.000001	1.999999	8	5	1	3	3	0	0	3	2	2
PDE6H	0	0	0	0	0	0	0	0	0	0	0	0
PDE7A	230.0423	231.1493	165.287	202.0525	191.0746	262.0385	216.5403	141.1345	152	187.00004	121.01199	151.0101
PDE7B	687.1668	498.57	489.7237	719.8646	871.895	961.588	922.95	716.708	103.2721	121.0778	137.7129	146.1964
PDE8A	1507.001	1544.9996	1138.9995	1193	1156.9994	1290.0002	1254.0008	979.9995	924.9996	863.9995	760.999	915.0003
PDE8B	88.28278	72	63	76.2595	66	93.01784	65	50.02344	56	64	65	87
PDE9A	0	0	0	0	0	0	0	0	0	0	0	0
PDF	166.546	123.736	127.549	152.898	110.907	122.623	126.146	148.186	129.462	103.773	159.26	93.9869
PDGFA	98.0892	90.14247	53.85723	39.5794	168.555	142.092	122.00037	71.8792	66.0535	83	49.1484	48.1055
PDGFB	4	3.000005	4	3	3	4.999996	13	4	0	1	0	0
PDGFC	3832.996	3794.001	3355.995	3357.005	2442.999	3080.003	2800.003	2604.999	1784.003	2290	2153.002	2201.001
PDGFD	38	48	28	55	34.99997	42	43.99997	34	9	11	11	15
PDGFRA	5403.80478	5137	4150.00295	4785.46747	7022.04329	8733.15988	8293.58952	7989.9	3957.99	4627.99519	5194.99543	5660.92908
PDGFRB	11165	9164	6730	8286	6824	8309	10098	8369	3999	4599	4098	4406
PDGFRL	0	3.000001	0	0.9999996	2.000001	1.0000001	1	0	0.9999998	1.0000002	1.0000005	0
PDHA1	2634.6926	2430.0849	2234.7717	2340.786	1717.3604	2075.5587	2003.1658	1661.13039	1557.2173	1772.4343	1606.94	1660.485
PDHA1P1	0	0	0	0	0	1	0	0	1	0	2	0
PDHA2	0	0	0	0	0	0	0	0	0	0	0	0
PDHB	2473.5948	2327.7905	2363.5258	2362.3611	2083.21866	2700.73	2847.3493	2441.576	1719.8968	1963.3064	1887.0204	2031.819
PDHX	904.01727	865.005	674.12971	682.0001	745.1554	1051.0597	859.01702	676.1014	767.0065	922.00015	632.07515	697.1145
PDIA2	0	4	0	2	1	1	0	0	3	0	0	1
PDIA3	21762.4	21510.6	16919.9	17125.4	21589	26715.2	23386.7	19507.2	15385.2	17205.3	13638.4	14914.1
PDIA3P1	101.1	76.9045	108.872	98.2042	69.7194	80.4078	118.94	82.4292	58.5171	65.4718	70.1116	62.6208
PDIA3P2	0	0	0	0	0	0	0	0	1.02051	0	1.02194	0
PDIA4	8322	8364	7410	7988	7244	8792	8053	6628	5707	6208	5176	6013
PDIA5	1462	1298	1130	1230	1453	1719	1827	1498	853	967	966	1036
PDIA6	13670.8045	13700.7	10997.5	11519.21628	10954.2728	13787.07977	12079.8998	10244.0197	8565.1	10160.4	8560.41	9069.78
PDIK1L	132	138.0004	96.99999	92	79.00008	153	86	61	89.999993	126	78.00008	91
PDILT	0	0	0	0	0	0	0	0	0	0	0	0
PDK1	701.8166	585.282	438.8438	531.4016	741.6707	985.1346	907.3045	761.8883	424.5908	556.4585	522.036	531.0254
PDK2	824.217	815.288	460.4734	545.159	674.386	767.481	655.6255	588.6817	450.3248	456.4598	407.686	384.1732
PDK3	41.00004	41	25.99997	38.00003	9	11	10	11	20	15.99996	15	16
PDK4	2	4	2	0	0	0	1	0	0	2	0	0
PDLIM1	2673	2465	2114	2347	3296	3933	3861	3359	2221	2501	2049	2196
PDLIM1P1	0	0	0	0	0	1.00041	0	0	0	0	0	0
PDLIM1P2	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM1P3	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM1P4	0	0	1	0	0	1	0	0	4	0	0	0
PDLIM2	2134.967	1859.641266	1538.579998	1612.88669	1439.3692	1590.33401	1707.571843	1480.70211	1998.150796	1979.14522	1782.338756	1775.16479
PDLIM3	4	5	1	0	19	22.99999	27	13	15	16	11	15.00003
PDLIM4	1449	1278	775	796	1041	1083	963	699	1048	1035	701	716
PDLIM5	13100.795243705	11237.79179	10043.75461	10294.0973	9130.67778	10862.0387133032	10176.706227425	8256.37215	9186.15333	10447.4244111582	8636.77558033015	9229.42864
PDLIM7	7349.009	6950	6388.003	6586.998	4603.998	5192.002	6158.005	4976.9962	4130.001	4375.9979	4030.999	4263.9989
PDP1	1561.9998	1491.0036	1485.0049	1534.0022	1189	1534.004	1696.0003	1320.0043	878.9999	1178.0002	1130.0005	1102.9995
PDP2	594.129	615.991	417.248	422.649	468.485	598.221	461.366	377.892	344.693	353.619	269.748	316.232
PDPK1	3616.6962	3555.2838	2654.6215	2800.3222	2029.99966	2397.952	2524.29634	2157.57939	2109.00392	2247.6275	2035.63299	2226.82125
PDPK2P	276.486	211.409	247.427	252.488	132.493	183.046	195.165	166.004	308.284	329.527	367.317	361.818
PDPN	7.00279	14.0186	2.35418	4.00595	3.40321	5.67634	7.46701	4.00946	2.0588	1.01829	1.00117	1.00232
PDPR	2408.23373	2509.4784	2430.9316	2268.393	1326.7773	1732.514122942	1968.8627	1586.095	1162.09312	1256.039	1320.36480439	1409.967
PDRG1	429.975	495	285.949	337.991	297	280.995	282.992	217	281.99	267.992	234	234
PDS5A	4764.9954	4819.9989	3446.0036	3440.9992	3183.9969	3950.9951	3081.9995	2584.9999	2574.002	3149.9963	2562.9963	2851.9976
PDS5B	1354.21	1497.62	1189.22	1317	1008.67	1282.87	1327.94	1121.64	735.593	851.648	1003.64	1070.68
PDSS1	177	155.125	124.257	121.14	103	113	104	81	104.972	111	90	119.169
PDSS1P1	1	0	0	2	0	0	1	0	0	0	0	1
PDSS1P2	0	0	0	0	0	0	1	1	1.02817	0	0	0
PDSS2	766.2584	774.2786	848.0874	812.2025	563.0422	721.476	817.738	595.9389	545.818	589.932	641.7943	710.8293
PDX1	0	0	0	0	0	0	0	0	0	0	0	0
PDX1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PDXDC1	5557.8593	5327.7202	3758.0626	3796.0959	3766.3557	4723.9072	4088.9998	3288.498	3359.5733	3653.5348	3000.565675	3347.1856
PDXDC2P	401.632	387.33	302.222966	301.532000013832	208.765	240.94147	275.405	207.198	199.404	242.341	227.095	179.635
PDXK	2821.8873	2825.94032	2246.7205	2295.81397	1995.9	2383.59047	2501.47764	2193.10475	1802.85119	1813.45595	1806.35618	1813.85
PDXP	449	395	340.9998	343.9998	320.0002	356	349	288.0003	282.9996	292.9997	282	273.0001
PDYN	0	0	0	0	0	0	0	0	0	0	0	0
PDZD11	1572.996	1396.985	1452.002	1451.997	1326.004	1593.002	1789.004	1446.982	1141.002	1219.997	1098	1356.999
PDZD2	11	14	7	10	4	5	7	4	4	2	5	4
PDZD3	0	0	0	0	0	0	0	0	0	0	0	0
PDZD4	7	5	0	0	1	5	2	0	1	3	4	0
PDZD7	25.01846	28.89877	22.2638	29.22335	31.04223	33.97864	45.0287	40.26431	35.6144	37.02226	37.5911	46.02763
PDZD8	4243.31	4120.15	2593.93	2608.34	2688.71	3413.89	2602.44	2278.19	2275.91	2798.69	2188.85	2324.97
PDZD9	0	0	1	0	0	0	0	0	0	2	0	0
PDZK1	44.5135	44.7678	44.7059	25.150157	36.5922	41.2286	41.58886	34.6680842	21.74083	47.0564	36.4589	37.45469
PDZK1IP1	0	0	2	2	0	0	2	0	1	0	4	1
PDZK1P1	0	2.96436	0	0	0	0	0	0	0	2.3431	2.84424	0
PDZPH1P	7	2	5	0	0	2	4	0	2	4	2	3
PDZRN3	1142.30426	941.3175	990.8252	1125.90263821	1616.0249	1971.977	2162.211	1853.9150396518	812.187	1049.52440294021	1141.746	1189.54706
PDZRN3-AS1	1.52886	0	0	1.06031	5.55249	0	0	0	6.9208	0	0	3.96184
PDZRN4	0	0	0	0	0	0	0	0	0	0	0	0
PEA15	34386.941	31308.96	26481.924	26238.963	21388.008	25459.957	24054.9528	20056.9518	22303.987	23479.945	19963.0301	21701.947
PEAK1	8355.774	7312.113	6692.978	6007.134	7344.874	9479.797	10518.304	8890.38	4727.0151	5710.459	5616.5177	6498.915
PEAR1	39	50	22	29	40	45	57	61	7	12	17	17
PEBP1	7134	6936.98	3897	4259	5416.95	6388	4282	3651.98	5300	5720	3566	3614
PEBP1P1	0	0	0	0	0	0	0	0	0	0	0	0
PEBP1P2	0	1.01932	0	0	2.05252	0	0	1.02217	0	0	0	0
PEBP1P3	0	0	0	0	0	0	0	1	0	0	0	0
PEBP4	0	2	1	0	0	0	1	0	0	0	1	2
PECAM1	4.23202	3.06707	10.0055	4.3359	5.14104	5.03013	8.56639	5.32169	5.21511	3.15391	8.57078	4.07134
PECR	79.1449	90.1171	57.1626	76.0766	125.19	148.785	134.805	96.0844	71.0591	83.4805	71.4564	94.0449
PEF1	1875	1698	1262	1351	1285	1383	1347	1235	1190	1348	1083	1167
PEG10	2645.0082420362	2637.0022574	3105.00006168	3337.0047816	1276.999712362	1780.9959951	2316.0004579	2080.0034243132	1012.00036012462	1418.9996956	1644.00072811464	2023.0001162
PEG13	13	15	8	15	10	12	12	13	3	13	7	5
PEG3	6	5	3	3	3.000003	7	5.07751	8	3	1	8	8
PELI1	113	138	89	105	86	124	117	96	138	177	133	169
PELI2	37	64	29	30	51	79	99	68	30	38	25	29
PELI3	176.8886	192.81508	41.99999	52.00003	196.28286	254.42272	100.99999	92.8744	172.0004	204.99991	48	68
PELO	2007.56	2045.75	1465.22	1625.62	876.225	1070.07	1109.18	856.445	836.26	1028.98	958.749	1001.8
PELP1	1152.85157	987.1334	984.5928331342	1104.9758	898.1774	1158.0717	1265.21230008261	912.9221	766.7117	949.9507	883.1966	1100.02844
PEMT	393.4716	384.87062	255.00001	291.82156	296.95642	314.41891	287.80968	277.674	262.76018	272.90431	210.959	218.6936
PENK	227.8682	196.9305	175.94626	278.882	219.9612	313.87	417.99966	206.9702	149.9999	162.0002	175.9387	168.8956
PEPD	1378	1302	1253	1278.99858	1268	1456	1749	1380.99778	857	977	945.00007	921
PER1	225.99983	249.9998	166.9995	186.9998	358.99991	412.00043	384.0005	337.99996	310.9996	279.00005	240.0002	226.00008
PER2	120.556	147.473	90.9005	84.8176	174.841	195.528	188.471841	143.222	150.985	164.341	161.791	180.68
PER3	166.9997093	197.951758	155.0000624	143.00015	342.887633	410.0001603	290.0002	260.81623767	346.6998038	411.6314213	369.9363	439.696756
PERM1	31	30	22	20	39	39	37	26	28	19	21	29
PERP	4166.21	3659.43	1727.98	1950.93	2366.36	2802.51	1244.7	1124.6	2805.77	3374.5	1704.44	1846.17
PES1	2458.0035	2323.1491	1903.99619002437	2011.00000001174	1686.99528	2085.00480794154	1909.00449	1493.20763	1508.46040012537	1808.4437	1324.00168	1662.2364
PES1P1	0	0	0	0	0	0	0	0	0	0	0	0
PES1P2	0	0	0	0	0	0	0	0	0	0	0	0
PET100	459.21504	441.9421	376.18134	428.66532	387.84629	516.64387	545.68587	498.00043	400.3892	342.00032	398.35571	424.96281
PET117	176.658	231.886	117.305	123.969	136.37	218.305	164.836	128.029	123.962	146.778	89.8703	137.288
PEX1	332.204421219	395.8913	287.840199783	298.2119	258.8262	379.271	307.5464	276.8642	228.3799	341.5674	284.84	275.717
PEX10	501.2945	462.3713	322.3205	387.5838	430.8797	513.924	475.4971	364.1831	416.97760214968	400.7226	342.5513	343.634
PEX11A	103.26307	112.63075	77.0536	76.4798	156.27439	148.12404	140.28727	106.16631	91.21163	97.9756	114.66728	106.71131
PEX11B	769	653.0003059	628	695.0000627332	521.9998	627.0004	610	524.9999	529.000256433	571.0001	548	634.00019529
PEX11G	12	11	6	20	11	3	13	21.99997	17	16	17	12
PEX12	258.0003399	233.9997	199.99996	197.99985	220.00033	273.000328	253.00017159	225.999555	166.0001	216.00034	204.00009	234.99965
PEX12P1	0	0	0	0	0	0	0	0	0	0	0	0
PEX13	1024.74445	917.40849	798.39697	789.48803	669.34766	960.19742	887.99275	742.18223	739.54945	830.66732	850.51686	832.79331
PEX14	667	658	516	604	460	560	607	500	555	525	467	510
PEX16	227.9998	229	234.9998	217.0003	217.00014	194.99984	225.0004	194.00024	213.00037	170.9998	160	167.9997
PEX19	1749.61	1722.59	1488.36	1631.51	1418.88	1779.42	1746.69	1420.11	1384.86	1752.31	1466.34	1568.02
PEX2	809.5761	719.9367	815.433	842.737	689.958	945.2757	1061.39	861.28432	609.081	779.1369829	855.01	925.6511
PEX26	2483.343	2385.731	1942.126	2015.737	2062.723	2459.553	2452.92	1905.879	1771.122	1876.966	1760.13	1898.929
PEX3	545.985	506.94	549.972	500.96	362	455	448.985	434.965	352	450	455	442.976
PEX5	629.0005	601.9998	387.00007	455.000400035878	612.9999	724.0005	630.0003	525	567.00085	554.00049	448	516.9999
PEX5L	10.1084	7.113155	7.2398	3.05185	2.00000114895	7.104141	15.09953	4.01973	5.16989	2.01896	3.00333	4.06537
PEX5L-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PEX5L-AS2	0	0	0	0	0	0	0	0	0	0	0	0
PEX6	715	673	476	445	437.00009	565	408.9998	344	734	738	525.0004	564.00018
PEX7	179.99977	196.00026	165.9996	163.31167	162	200.99997	215.00017	150.99967	109.99999	167.00021	128.99984	135.99993
PF4	0	0	0	0	0	0	0	0	0	0	0	0
PF4V1	0	0	0	0	1	1	8	1	0	0	0	0
PFAS	617.22	660.56118	729.645	728.178	444.813	562.331	653.46	571.425	310.296	373.67	422.978	468.271
PFDN1	1258.0046	1331.003	1068	1068.0002	1158.0049	1208.0008	1226.0019	1088.0006	1031.0000029826	1152.00235	921.0001	1072
PFDN2	957	912	781	826	696	756	796	657	582	619	585	640
PFDN4	522	587	369	349	429	743	467	406	349	472	337	365
PFDN5	3824.00214	3823.00321	2962.00349	3523.0054	3406.99489	4042.00367	3982.99805	3207.9956	2542.99827	2737.00387	2457.00307	2615.00067
PFDN6	752.0595	678.26523	630.2298	667.04933	471.00027	578.46761	583.45724	483.03371	445.99983	493.00044	449.00044	485.99979
PFKFB1	0	1	0	1	0	0	1	0	3.999997	1	1	0
PFKFB2	279.2667	260.447	281.99992	324.9996	182.175	223.9818	311.0001	293.0003	99	100.00001	193.00001	198.00022
PFKFB3	2839.0022	3014.99833	2441.9971	2329.00437	1854.99943	2269.99868	2510.99599	2074.0034	1531.00103	1719.0005	1594	1861.998940283
PFKFB4	330.9997	332.0001	288.9997	310.99956	155	200.00009	216.0000709	168.00004	153.00007	162	157.00015941	148.99951
PFKL	3816	3203.00463	2547	2745	2965	3181	3152	2582	3161.00498	3073	2728	2878
PFKM	1601.1491	1531.4061	1888.9999	2142.0046	1342.00019	1591.9999	2207.168	1822.0017	1238.9998	1333.99949	1646.9982	1789.9975
PFKP	3205.0009	2953.00267	3308.891	3514.9991	4934.9952	5862.8991	7205.9362	5660.0006	2910.7146	3215.9952	3280	3356.9197
PFN1	35304.901	33772.804	28755.874	29414.98	25326.903	29397.968	29117.984	24294.005	25235.985	26263.513	22535.005	23475.982
PFN1P1	1.09685	2.2097	1.10773	0	1.09787	0	0	0	0	4.44768	0	0
PFN1P10	1	0	0	1	0	0	0	1	0	0	0	0
PFN1P11	0	0	1	3	0	0	0	1	0	0	0	0
PFN1P12	1	0	0	0	0	0	0	0	0	0	0	0
PFN1P2	284.902	219.985	181.097	159.66	97.4757	132.751	127.273	107.76712	106.77482	113.633	161.021	122.765
PFN1P3	10.2394	4.55883	5.08904	2.28956	2.98767	1.47064	1.37845	0	1.23906	8.81248	0	1.16471
PFN1P4	2.94523	0	1.57302	0	2.88372	1.23711	2.45143	0	0	5.70476	0	0
PFN1P6	11.8054	16.4211	5.57844	13.8201	5.27345	5.69704	8.25354	0	9.5239	8.95991	9.23888	7.27981
PFN1P8	9.88865	12.8956	6.86149	7.18624	0	9.8576	10.457	6.73421	4.74171	4.98051	2.85001	4.07011
PFN1P9	0	0	0	0	0	0	0	0	0	0	0	0
PFN2	7147.99715	6858.0086	4852.00393	5214.00137	6032.99443	7790.99744	6093.00134	5671.99491	5466.00039	7189.00027	5703.00097018739	5932.99893
PFN3	0	0	0	0	0	0	0	0	0	0	0	0
PFN4	13	9	5	4	5	11	9	4	13	4	5	9
PGA3	0.5	2.23079	0	0.4270687	0	0	0	0	1.2099	0	0	0
PGA4	0.5	0	0	1.6781537	1	0	0	1	3.90265	0	0	2
PGA5	0	1.0000000134487	2	0	0	2.1417	2	0	3.36597	4.0000000924988	1	0
PGAM1	17167.8	15799.7	14041.1	14592.8	14283.3	16408.8	16633.2	13695	13232.3	14116.3	12825.4	13372.4
PGAM1P1	0	0	0	0	0	0	0	0	0	0	0	0
PGAM1P10	1	2	0	2.0004	0	2	3	2	2	0	1	1
PGAM1P11	0	0	0	1	0	0	0	0	0	1	0	0
PGAM1P12	0	0	0	0	0	0	0	0	0	0	0	0
PGAM1P13	0	0	0	0	0	0	0	0	0	0	0	0
PGAM1P2	4.00575	0	0	0	0	0	0	0	0	1.00022	0	0
PGAM1P3	0	0	0	0	0	0	0	0	0	0	0	1
PGAM1P4	0	0	0	0	0	0	0	0	0	1.00042	0	2.00087
PGAM1P5	0	0	2.19059	2.02357	0	0	3.00046	0	2	3.00305	1.00013	1.01152
PGAM1P6	0	1.00019	0	0	0	0	0	0	0	0	0	1.00022
PGAM1P7	10	10	14	11	2	2	2	3	3	4	9	1
PGAM1P8	0	0	1.08946	0	0	0	0	0	0	0	0	0
PGAM1P9	0	0	0	0	0	0	0	0	0	0	0	0
PGAM2	31.4238	26.9484	36.2955	30.0516	12.2373	14.3008	22.9805	13.3696	14.3701	14.6093	25.3025	26.6018
PGAM3P	0	0	0	0	0	0	0	0	0	0	0	0
PGAM4	1.47728	1.45671	2.87721	0	1.46913	2.87859	1.48057	1.42063	1.48113	1.4201	4.44774	1.45222
PGAM4P1	0	0	0	0	0	0	0	0	0	0	0	0
PGAM4P2	0	0	0	0	0	0	0	0	0	0	0	0
PGAM5	887.574	871.84978	757.84177	725.1893	511.61862	623.42409	567.61766	461.7594	633.91476	604.62766	589.21542	598.82546
PGAM5P1	0	0	1	0	0	0	0	0	0	0	0	0
PGAP1	446.29651	482.6048	363.173897	365.7564	385.396564	555.82375	480.8212	483.46569	322.56109	472.01931	514.50521	551.30554
PGAP2	382.99997	348.9999	337.00016	329.99969	233.000050031453	277.00013	306.999757	272.99999	202.00001170404	207.99995	247.00003	215.99989
PGAP3	311	266.9998	306.9281	350.9997	254.979	251.9553	446	383.98618	213.913146	233.00032	289	301.0001
PGBD1	292	257	256	267	197	243	276	225	154	150	176	184
PGBD2	106	127.2076	101	126	66.3013	90	84.7942	72.1551	68	103	79.1436	101.2179
PGBD3	51.1123	42.3103	48.2167	28.6892	26.2972	51.1127	28.2939	59.7092	30.7601	97.2558	81.5505	151.058
PGBD4	269.137	286.996	295.292	265.052	187.844	258.232	266.837	224.095	180.085	225.613	221.048	214.023
PGBD4P1	0	0	0	0	0	0	0	0	0	0	0	0
PGBD4P2	0	0	0	0	0	0	0	0	0	0	0	0
PGBD4P3	0	0	0	0	0	0	0	0	0	0	0	0
PGBD4P4	0	0	0	0	0	0	0	0	0	0	0	0
PGBD4P5	0	0	0	0	0	0	0	0	0	0	0	0
PGBD4P6	0	0	0	0	0	0	0	0	0	0	0	0
PGBD4P8	0	1	0	0	0	0	0	0	0	0	0	0
PGBD5	14.34311	15.21001	15.253	18.390166	25.05042	20.01941	17.44897	20.189365	1	3.13049	2.07894	8.65817
PGC	0	0	0	0	0	0	0	0	0	0	0	0
PGCP1	0	0	0	0	0	0	0	0	1	0	0	0
PGD	2508	2460	1839.99	2003	2671	3057	2706	2345	2536	2699	2275	2456
PGDP1	0	0	1.01039	0	0	0	0	0	0	0	0	0
PGF	610.9997	544.0007	482	525.99993	434	531.00024	502.00012	364.00079	17.00003	23.00003	21.99998	28.00004
PGGT1B	714.917	723.385	590.969	640.699	479.812	634.89	632.321	542.24	432.905	607.6956	575.1188	600.81
PGGT1BP1	0	0	0	0	0	0	0	0	0	0	0	0
PGGT1BP2	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	12605.4	12391.4	10949.1	11649.8	12165.7	14672.8	15782.5	13200	10804.1	12331.9	12467.8	13080.2
PGK1P2	0	0	0	0	0	0	2.00202	0	0	0	0	2.0031
PGK2	0	0	0	0	0	0	0	0	0	0	0	0
PGLS	1236.6	1241.53	866.309	986.457	934.567	988.659	1072.44	971.419	899.457	920.248	773.715	731.621
PGLYRP1	1	1	0	0	0	1	0	0	2	0	0	0
PGLYRP2	0	0	0	0	0	0	0	0	0	0	0	0
PGLYRP3	0	0	0	0	0	0	0	0	0	0	0	0
PGLYRP4	0	0	0	0	0	0	0	0	0	0	0	0
PGM1	1882.99957	1515	1314.0048	1394.9956	2067.00448	2559.9968	2644.0039	2055.99595	1980.9967	2030.9965	2067	2250.00284
PGM2	1287	1404	1196.9966	1151.99846	924	1068	1102.00496	867	690.0003	813.99992	822	818.99987
PGM2L1	1626.64	1504.6	1817.41	1607.68	997.849	1387.87	1857.48	1373.07	1028.2	1336.6	1686.61	1938.02
PGM3	5999.0792	5998.771	4861.3494	4823.2837	3637.2744	4618.7948	4475.874	3422.3294	3153.0113	3581.4399	3157.7063	3432.409
PGM5	0	0	1.20007	1.10454	0	3.08511	0	0	7.82205	13.52995	6	1.13348
PGM5-AS1	0	0	0	0	0	0	0	0	1	0	0	0
PGM5P2	19.4581	21.5779	23.664	10.6324	20.2403	17.6214	27.9552	20.175	21.1035	22.4021	20.7507	27.0134
PGM5P3-AS1	0	2.93696	0	0	1	0	0	0	0	0	0	0
PGM5P4	0	2.96422	1.79993	0	0	0	0	1	0	0	0	0.910058
PGM5P4-AS1	1.10412	6.13508	4.5074	4.38675	1.0486	5.57246	4.37981	3.16645	1.06742	3.20622	0	4.27209
PGP	502	431	324	366	349	350	334	283	360	378	284	290
PGPEP1	1088.70126	953.61095	1196.59632	1138.34167	546.34068	614.4130865	902.46101	721.9839	619.45237	640.01885	769.39992	722.25694
PGPEP1L	0	0	0	1	1	2	0	0	1	1	0	0
PGR	0	0	0	0	0	1	1	0	0	0	0	0
PGRMC1	5912	5480	4987	4865	3954.00169	5085.9996	4957	4122.00377	3127	3954	3623	3607
PGRMC2	5254.0019	4964.00462	4219.0012	4174.99637	3805.99801	5346.996228	5367.00894	4626.99669	3575.9999	4733.99455	4539.00240007001	4515.9988
PGS1	354.983	355	248	262	271.995	311.996	307.996	219.996	225.993	237.996	223.992	208.994
PHACTR1	219.84698	215.7809	224.18951	216.70426512	39.1371	77.35145	75.543	58.2249	79.13576	85.21788	98.27103	91.75132
PHACTR2	4948.403038	4831.2776	4147.75956	4090.64911787933	4710.9125	6239.3782	6033.5991	5399.8639	3148.76336	4019.36147	3616.7885	3607.165823
PHACTR2-AS1	1	0	2	0	0	0	0	0	0	1	0	0
PHACTR2P1	0	0	2	0	1	0	0	0	1	0	0	1
PHACTR3	13	14.99999355	4	13	39	52	70.99995	44.00005	1	1	3	1
PHACTR4	1226.324	1271.636	933.072	1153.262	890.82	1030.756	984.84	777.825	769.284	908.19	782.57	845.196
PHAX	3106.65	3113.38	2572.44	2546.57	2153.12	2667.68	2583.19	2079.66	2016.63	2422.88	2214.84	2313.16
PHB	3212.0025	3043.97443	2899.99599	2937.9992	2348.0035	2751.95837	3080.9891	2596.0038	2224.99644	2340.9948	2389.98346	2347.9909
PHB2	2649.9996	2669.99575	2107.0003	2171.00153	2043.00443	2522.00083	2336.99958	2009.00156	1792.99627	1799.00464	1506.0012	1652.00462
PHB2P1	0	0	0	0	0	0	0	0	0	0	0	0
PHBP1	0	1.00091	0	0	0	0	0	0	0	0	0	0
PHBP10	0	0	0	0	0	0	0	0	0	0	0	0
PHBP11	0	0	0	0	0	0	0	0	0	0	0	0
PHBP12	0	1	2	0	1	0	0	0	2	2	0	0
PHBP13	0	0	0	0	0	0	0	0	0	0	0	0
PHBP14	0	0	0	0	0	0	0	0	0	0	0	0
PHBP15	1	0	0	0	3	0	0	0	0	0	0	0
PHBP16	0	0	0	0	0	0	0	0	0	0	0	0
PHBP17	0	0	0	0	0	0	0	0	0	0	0	0
PHBP18	0	0	0	0	0	0	0	1	0	0	0	0
PHBP19	5	18	2.00219	7	1	0	2	1	0	0	0	0
PHBP2	0	0	0	0	0	0	1.00177	0	0	0	0	0
PHBP20	0	0	0	0	0	0	0	0	0	1.00341	1	0
PHBP21	0	0	0	0	0	1.00188	1.00421	0	0	0	0	0
PHBP3	0	0	0	0	0	0	0	0	0	0	0	1.00228
PHBP4	0	0	0	0	0	0	0	0	0	0	0	0
PHBP5	0	1	4	1	0	2	0	3	1	0	2	2
PHBP6	0	0	0	0	0	0	7	0	0	0	0	0
PHBP7	0	0	0	0	0	0	0	0	0	0	0	0
PHBP8	0	0	0	0	0	0	0	0	0	0	0	0
PHBP9	4	7.0249	2.00186	10	3	3.00293	4.00694	3	3.00362	4.00465	11.0123	5.01149
