7485_IG1_20200906	7485_IG3_20200906	7485_ZX2_20200906	7485_ZX3_20200906	7481_IG1_20200906	7481_IG3_20200906	7481_ZX2_20200906	7481_ZX3_20200906	7486_IG1_20200906	7486_IG3_20200906	7486_ZX2_20200906	7486_ZX3_20200906
RNA5SP488	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP489	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP49	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP490	0	0	0	0	2.49076	0	2.0353	0	2.88352	2.45811	0	0
RNA5SP491	0	0	0	6.09996	3.10794	5.24039	2.53589	0	0	0	0	3.51469
RNA5SP492	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP493	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP494	0	0	0	0	0	0	2.22586	0	0	0	0	0
RNA5SP495	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP496	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP497	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP498	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP499	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP50	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP500	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP501	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP502	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP503	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP504	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP505	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP506	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP507	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP508	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP509	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP51	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP510	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP511	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP512	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP513	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP514	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP515	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP516	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP517	0	0	0	0	0	0	2.56701	0	0	0	0	3.56045
RNA5SP518	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP519	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP52	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP520	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP521	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP522	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP523	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP53	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP54	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP55	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP56	0	0	0	0	0	0	0	0	0	0	6.75322	0
RNA5SP57	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP59	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP60	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP61	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP62	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP63	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP64	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP65	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP66	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP67	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP68	0	0	0	0	0	2.5926	0	0	0	0	0	0
RNA5SP69	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP70	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP71	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP72	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP73	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP74	0	2.745	0	0	0	0	0	0	0	0	0	0
RNA5SP75	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP76	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP77	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP78	0	0	0	0	9.32381	0	2.53589	0	0	0	0	0
RNA5SP79	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP80	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP81	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP82	0	0	0	4.08161	4.23156	10.5655	0	0	0	0	4.41433	4.31229
RNA5SP84	0	0	0	0	0	0	2.85355	0	0	0	3.78179	0
RNA5SP85	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP86	0	0	0	0	0	0	6.3	0	4.16841	0	0	0
RNA5SP87	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP88	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP89	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP90	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP91	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP92	0	0	0	0	3.46617	0	0	0	0	0	0	3.71885
RNA5SP93	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP94	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP95	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP96	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP97	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP98	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP99	0	0	0	0	0	0	0	0	0	0	0	0
RNASE1	0	0	0	0	0	0	0	0	0	0	0.139093	0
RNASE10	0.273794	0.248842	0.226438	0.20608	0.809021	0.350871	0.880873	0.759981	0.254837	0.272884	0.161346	0.162682
RNASE11	0	0	0	0	0	0	0	0	0	0	0	0
RNASE12	0	0	0	0	0	0	0	0	0	0	0	0
RNASE13	0	0	0	0	0	0	0	0	0.0929806	0	0	0
RNASE2	0	0	0	0	0	0	0	0	0	0	0	0
RNASE3	0	0	0	0	0	0	0	0	0	0	0	0
RNASE4	11.33429	9.52835	11.00798	8.257404	13.07149	8.3714548	8.36493	9.584085	5.281638	12.123748	9.76061	7.1096
RNASE6	0	0	0	0	0	0	0	0	0	0	0	0
RNASE7	0.1432	0	0	0	0	0	0	0	0	0	0	0
RNASE8	0	0	0	0	0	0	0	0	0	0	0	0
RNASE9	0	0	0	0	0	0	0	0	0	0	0	0
RNASEH1	35.215	37.6332	40.6647	38.0517	36.6728	34.8634	36.3443	31.9558	32.216	33.0999	31.8246	34.3445
RNASEH1-AS1	7.63811	8.34608	10.2178	9.03033	6.33109	5.34922	6.01163	6.17996	4.76178	5.91664	6.20425	5.85598
RNASEH1P1	0	0	0	0	0	0	0	0	0	0	0	0
RNASEH1P2	0	0	0.109389	0	0	0	0	0	0	0	0	0
RNASEH2A	10.5769	10.4653	10.3807	11.5617	11.61	11.7403	9.26911	8.37145	12.3119	11.1031	11.2881	11.1308
RNASEH2B	12.715182	12.587643	8.479252	8.199028	12.90982	12.684762	6.74631	7.906741	7.557457	10.776893	7.733101	6.693706
RNASEH2B-AS1	0.4060939	0.164599	0	0.158483	0	0.0858298	0	0	0.114086	0.105206	0	0.110355
RNASEH2C	14.01971	12.72972	12.92671	12.800449	17.67437	18.82238	17.9479	16.92856	18.11514	16.81672	13.778	14.63726
RNASEH2CP1	0	0	0	0	0	0	0	0	0	0	0	0
RNASEK	331.75453	283.112744	278.87924	258.1293	377.58461	368.18634	307.518671	307.881595	360.99214	336.04555	287.77566	271.64931
RNASEK-C17orf49	0.496658	0	0	0	0	1.38303	0	0	0	0	0	0.674434
RNASEL	3.9571946	3.7627535	6.8038309	6.021227	5.971898	6.067397	7.642453	7.585684	4.9891425	4.4562794	7.91626	7.752414
RNASET2	16.579608	18.56486	7.979192	7.65363	15.14515	18.2145	9.80481	10.04817	11.78822	17.13597	10.55449	8.5972
RND1	0.0595272	0.030216	0	0.0687799	0.151573	0	0.0586769	0	0.04186	0.0383341	0.211487	0.121465
RND2	0.185528	0.210001	0.185453	0.215224	0.178363	0.171443	0.138081	0.13326	0.132047	0.164473	0.24764	0.223415
RND3	915.5301	776.08815	874.35	800.14537	307.385	334.05917	274.47673	267.25	426.24624	483.48278	459.2555	411.84766
RNF10	72.5363	74.1045	61.7473	56.6483	71.5027	66.2242	54.5028	53.4396	78.9836	81.1873	70.3229	76.3546
RNF103	18.1249	20.1733	11.4756	12.4998	19.3287	19.0332	14.3245	13.3481	20.0298	19.886	18.1576	19.4161
RNF103-CHMP3	1.67838	0	0.867789	0.921043	0.72977	2.60355	0.491869	0.289273	0.410883	0.571092	0	0.594308
RNF10P1	0	0	0	0	0	0	0	0	0	0	0	0
RNF11	104.576	96.151	95.8827	91.4737	94.4819	105.78	90.9851	87.122	92.9425	118.982	111.191	102.945
RNF111	24.2948944653	22.1779	24.466649	21.8937200003818	20.19745	21.432085	19.6995645	20.07147	21.61388	23.44058118571	24.54218	24.831410205455
RNF112	1.21054	1.04491	1.32776	2.23563	1.76807	1.76307	2.73154	2.28069	3.23746	2.6444	4.48638	4.34841
RNF113A	18.1281	18.4949	16.8691	16.4363	15.9223	14.5797	11.7523	12.0045	17.6825	19.1838	17.7643	16.6812
RNF113B	0.0394216	0	0	0	0	0	0	0.0447037	0	0	0	0.0535852
RNF114	44.8582	47.7983	47.9189	47.4399	38.0877	35.5257	36.7334	35.7451	35.3591	35.5927	37.541	37.253
RNF115	13.7397	13.2455	14.0172	14.16	16.8735	18.4649	18.5658	17.0727	11.7561	13.0743	13.8936	14.0292
RNF11B	0	0	0	0	0	0	0	0	0	0	0	0
RNF121	14.338893	14.223643	16.16155	16.131701	15.714156	14.743899	17.089721	15.50808	18.154562	15.664555	19.106206	18.375117
RNF122	4.76085	4.07653	3.95225	3.66141	3.93379	3.82137	4.10642	3.1801	3.56707	2.99127	3.43803	3.88589
RNF123	9.436859	9.177241	10.01247	9.05609	8.844609	9.144541	8.736622	8.789329	9.221113	9.330592	10.083175	8.98962
RNF125	0.446577	0.456548	0.340456	0.451049	0.994115	1.02686	1.02114	1.05346	0.463076	0.689384	0.322205	0.3484
RNF126	27.0924	25.8309	23.356	25.5784	25.3308	23.4469	21.6739	22.3822	27.1815	25.1776	22.0527	24.9886
RNF126P1	0	0	0	0	0	0	0	0	0	0	0	0
RNF128	2.44283	2.40621	3.63003	4.24234	2.40316	2.63277	4.38202	4.30645	0.52016	0.340475	0.89670956312	0.795877
RNF13	21.9862	25.28978	21.22673	23.58031	23.35473	27.49216	25.2788	26.05867	19.02505	23.86824	29.41994	26.36678
RNF130	15.85674	15.65734	10.0969548	9.5518168	24.002254	24.773436	14.3549621	13.332235	30.603549	31.24073	21.781823	22.829772
RNF133	0.045651	0.04598	0	0	0	0	0	0	0	0	0	0
RNF135	9.548168	10.84732	6.05973	6.398826	9.635134	8.881536	6.183368	5.87045	9.64219	8.36315	5.42017	6.217922
RNF138	7.95991	7.54366	4.444773	4.78539	6.8617	7.76966	2.8120749	3.46583	5.28895	7.46123	3.503024	3.58716
RNF138P1	0	0	0	0	0	0	0	0	0	0	0.288827	0
RNF138P2	0	0	0	0	0	0	0	0	0	0	0	0
RNF139	21.1933	22.5047	20.4222	22.0437	18.3791	20.8345	18.1767	18.4616	15.2922	21.0574	21.7195	20.6227
RNF139-AS1	0.9123	1.1489	0.213947	0.911668	0.204409	0.1953	0.195423	1.0586	0.661418	0.3957683	0.845999	0.951857
RNF14	57.55848	55.80428	39.02338	39.71489	45.22203	46.45484	30.52588674	28.284867	54.31555	60.57658	49.36662	43.63124
RNF141	16.058229	16.906213	16.33472	14.0512	20.151111	23.4266	20.53375	20.693	25.57437	25.554324	25.4207	23.71295
RNF144A	1.31631	1.47818	0.804229	0.980834	0.761508	0.477102	0.416083	0.42628	0.273039	0.275877	0.254835	0.327592
RNF144A-AS1	0.7294523	0.729154	0.762067	0.2928568	0	0.0278891	0.5496082	0.0427646	0.274032	0.167917	0	0.345032
RNF144B	2.4876	2.16089	2.38859	2.01906	2.88241	3.40371	3.34252	4.22074	5.09508	5.64414	5.0704	4.82434
RNF145	42.152912721	41.2029262	42.31548	42.1042348	49.40977	48.597155	48.376548	42.23962	42.1706900556535	45.3754950665307	43.4221197317	46.6314960575944
RNF146	37.29990514625	30.47601	30.401263	30.76988107	32.1479690010596	36.476546	31.463858	27.610458	33.944907	42.586228	37.074103	28.957268145784
RNF148	0	0	0.0606597	0.115284	0	0	0	0	0	0	0	0
RNF149	25.7492	28.9777	19.9342	19.1103	25.0277	27.9325	19.6407	18.6608	23.7926	32.5348	20.391	21.2082
RNF150	1.7366971	1.79095	1.268649	1.176667	3.668802	3.966244	3.342522	3.919169	9.940766	12.004012	12.518034	13.634329
RNF151	0	0	0	0	0	0	0	0	0.192629	0	0	0
RNF152	12.4725	11.7171	13.2191	12.1113	10.9147	12.3295	10.8466	8.42745	12.5856	14.9209	14.4118	14.2788
RNF152P1	0	0	0	0	0	0.108698	0	0	0	0	0	0
RNF157	0.0700804	0.0755444	0.054668323	0.0945218	0.1015385	0.2076586	0.022074	0.0884604	0.0437899	0.0973236	0.0712474	0.029426
RNF165	0.0560251	0.0389949	0.00759583	0	0.0243897	0.0597995	0.0122842	0.02974587	0.0613708	0	0.0537822	0.00844488
RNF166	9.141544	8.845506	5.636826208249	6.2242519	4.0214657107987	3.5229986	4.027588	3.2037719	6.952558	6.5581368	6.3013871	6.295156
RNF167	55.3622039	53.6617	49.252023	49.26754	54.05586	50.003876	46.6157036	45.587021	50.600972	48.600487	50.513895	48.7425880712
RNF168	12.355	12.7549	13.727	14.0307	9.43556	9.84747	10.5979	10.3002	6.9879	7.6045	9.77974	10.1732
RNF169	9.66886	10.3847	7.37164	7.39474	6.51552	6.87953	4.12999	4.28251	6.91307	7.33889	4.51718	4.71057
RNF17	0	0	0	0	0	0	0	0	0	0	0	0
RNF170	17.648208	18.315358000553	17.389027	15.9955192	16.7052334	18.798032	14.55925066	12.4363957234915	16.82381910943	16.945398	17.473962	17.3399735
RNF175	0	0	0	0	0	0	0	0	0	0	0	0
RNF180	0.0368684	0.159572	0.0347494	0.0164345	0	0.0788824	0	0	0.1030641	0.566728	0.157754	0.0191622
RNF181	126.45386	117.25016	106.58999	117.379704	124.25255	123.8505	107.5374	106.4879	130.316	115.77749	117.229673	109.93471
RNF182	5.949722	6.300687	7.035987	7.559046	3.4060360614573	2.668392	2.590809	2.622584	6.7267370760899	5.8321256665	8.044099	7.65885
RNF183	0	0	0	0	0	0.0312818	0	0	0	0	0.041913	0
RNF185	37.289696	36.575592	35.963101	34.333768	32.871178	32.35664	31.233411	30.932016	29.38271	29.735851	29.896909	27.932369
RNF185-AS1	5.09232	5.66044	2.1875	18.2299	5.73904	6.68264	7.9304	10.3167	4.9886	5.14213	3.73908	7.48949
RNF186	0	0	0	0	0	0	0	0	0	0	0	0
RNF187	46.6405	48.3448	35.6259	38.9753	42.6824	39.7563	33.9205	34.6113	47.1391	44.7361	39.8097	39.0112
RNF19A	27.548253	27.66752	25.43505	22.24901	20.38245	23.790133	17.906111	19.228265	24.996013	27.969542	25.597871	26.785851
RNF19B	9.73431436	9.965513	7.14305	5.86905	8.56533	7.893296	7.08802	5.79318	9.48723	8.864483	6.89348	7.350136
RNF19BPX	0	0	0	0	0	0	0	0	0	0	0	0
RNF19BPY	0	0	0	0	0	0	0	0	0	0	0	0
RNF2	12.53384	13.06593	14.45331	12.93801	11.36042	11.41803	12.11786	10.53643	10.19378	12.99561	13.66657	13.57387
RNF20	20.4558	21.2268	17.0523	18.1935	24.5283	26.463	20.3591	21.1875	24.5715	26.3886	24.3896	26.5031
RNF207	1.35726	1.35107	1.39576	1.46926	1.37598	1.12183	1.28267	0.875641	1.33551	1.21056	1.25433	0.938203
RNF208	1.29181	1.17837	0.544207	0.278444	0.550662	1.15976	0.482917	0.489406	0.799314	1.5464	0.612835	0.653645
RNF212	0.315314	0.512428	0.3681883	0.182134	0.8836551	1.6593528	0.77257	1.169344	0	0	0	0
RNF212B	0.215249	0.145329	0.0863924	0.164676	0.18036	0	0.0697358	0.0808615	0	0	0.486551	0.0973105
RNF213	18.30686	15.32978	15.90069	12.450201	18.42285	19.90454	18.18656	16.3798	18.43131	18.47816	18.831302	21.82325
RNF214	11.444012	11.062223	11.242655	11.36681	11.06534	12.47453	11.593287	11.442922	11.26659	10.628806	12.089057	11.703217
RNF215	5.758198	3.910076	3.78041	3.527203	5.73868	4.52741	4.38213	3.165352	7.671	6.705737	6.054	5.843937
RNF216	33.3071	30.5174	25.8956	26.6036	26.0306	27.2922	21.20464	19.91311	24.6122	25.0107	19.86444	20.77402
RNF216-IT1	0	0	0.404111	0	0	0	0	0.364972	0.469551	0.446922	0	0
RNF216P1	27.424365	27.48423	18.521628	19.76618	15.34583	17.75301	16.1258	14.54261	16.286315	15.06055	13.51774	14.3544609245
RNF217	7.571911	8.405093	6.887402	7.2480241	9.29293	8.733712	7.394994	7.66758	10.76773	11.6967	8.908392	9.287042
RNF217-AS1	0.270209	0.317093	0.367964	0.391934	0.209818	0.294179	0.184821	0.169287	0.283136	0.300578	0.347971	0.167156
RNF219	10.3561	10.2422	8.34574	9.19123	8.13917	9.17172	7.50473	7.15883	6.95284	8.98408	8.14596	8.35731
RNF219-AS1	0.317474	0	1.14859	0.361626	0	0.483483	0.459686	0.529861	0.220988	0.0715135	0.222237	0
RNF220	12.88855	13.69816	13.692725	14.09957	12.61393	12.25405	11.84312	12.53959	12.8605	11.9755	12.88079	12.28712
RNF222	0.113928	0.0958055	0.0839027	0.0402968	0.0876448	0.114076	0.108113	0.0910198	0.0722975	0.072377	0.10489	0.0701195
RNF223	0.239128	0.102364	0.241496	0.114019	0.172704	0	0.0269844	0.0560277	0.0396621	0.0701097	0.0725523	0.0718173
RNF224	0.101194	0.103581	0	0.0294223	0	0.026781	0	0.0289436	0.0708972	0	0.0723519	0.0695195
RNF225	0.0577598	0	0	0	0	0	0	0	0	0	0	0
RNF24	22.22803	19.13047	18.10071	19.60742	13.55103	12.610848	9.590392579	9.166	16.19657224748	16.983762131	15.92265	16.32336
RNF25	21.0208	19.0823	22.2909	23.2265	20.1713	20.3319	19.6267	17.4921	22.0442	22.98	24.1716	22.3041
RNF26	16.9989	18.1129	16.2442	17.1233	21.5852	19.6475	18.0175	17.5653	18.7718	16.5559	18.9616	17.8927
RNF2P1	0	0	0	0	0	0	0	0	0	0	0	0
RNF31	8.84531	8.29729	7.44301	8.12012	8.92157	8.91899	7.94626	7.32633	8.3986417564	8.70573	8.76976	9.18764
RNF32	1.3754677833	1.6028254	1.406614	1.1527997	0.4793576	0.712192	0.731320972786	0.7179563	0.9672907181146	0.7685822	0.768729	1.484726
RNF34	36.864138	33.997837	32.72423	33.25728	36.557153	36.75219	34.542569	30.47619	48.49795	46.539619	47.41012	51.153158
RNF38	16.45428103703	18.378773	12.760650316361	12.6119833	12.9697100027861	13.415411	12.666235	12.01355	14.111428267	15.597825	14.391509	15.171866
RNF39	0.587346	0.571084	0.577825	0.65070479	0.258731	0.537855	0.576302	0.823608	0.501673	0.427178	0.797683	0.427157
RNF4	46.3636100029045	49.75288483	38.444026719	40.3872003564	39.196582	37.072826	31.301068192062	30.195832	39.108557	40.684414	34.85377676	34.038931
RNF40	38.20859541	37.84767	36.323247	36.438312	32.997805	31.68465291735	28.1786795	28.45365	31.98982	31.84061	29.43477	31.97537
RNF41	47.05334	42.23377	47.865699	46.12432	36.75984	33.72276	39.45406	34.25198	40.14196	42.57269	45.0344	43.91119
RNF43	0.0198079	0.021631294	0.0678352	0.0494589	0.0455807	0.0379357	0	0	0.11927	0.10159149	0.06274935	0.0255375
RNF44	3.22641	3.66422	2.47326	2.63073	3.15242	3.21612	3.57778	3.61818	4.60486	3.57755	4.27584	3.87386
RNF5	22.9116	23.0353	32.3307	30.3409	26.4423	26.4263	30.7447	34.1158	29.9574	25.7804	33.9859	35.3441
RNF5P1	0	0	0	0	0	0	0	0	0	0	0	0
RNF6	54.99227	55.80131	40.38971	37.80686	50.44299	50.036334	38.36428	38.1239	49.18664	49.18414	41.0775	42.70692
RNF6P1	0	0	0	0	0	0	0	0	0	0	0	0.0492767
RNF7	126.30264	127.25622	126.80081	121.7232	126.63669	131.7173	121.65755	114.69301	136.90777	145.15158	141.85593	133.422
RNF7P1	0	0	0	0	0	0	0	0	0	0	0	0
RNF8	13.06658	15.02746	8.56432	8.92368	15.38765	16.12603	8.72782	9.20042	15.85559	14.42833	9.68676	10.51892
RNFT1	16.10644	15.22674	18.36578	17.89059	12.43096	12.87739	14.63664	13.48438	12.55823	11.80427	14.58102	12.618
RNFT1P2	0	0	0	0	0	0.256865	0	0	0	0	0	0
RNFT1P3	0	0.0748136	0	0.257195	0	0.154255	0.0715072	0.257313	0	0	0	0
RNFT2	0.3338081	0.3436219	0.5078191	0.3278422	0.24315978	0.4730394	0.23249059	0.191773	0.24591624	0.3987201	0.36100712	0.21604265
RNGTT	21.532215	20.31156	22.38531	21.688422	18.0227	20.268376	18.34761	14.487650467	15.05889	19.220865	22.24363	21.364590132912
RNGTTP1	0	0	0	0	0	0	0	0	0	0	0	0
RNH1	142.632761	124.47083	138.404717	139.618806	177.151486	160.972392	171.442846	174.783219	222.347289	200.469961	216.485486	220.177692
RNLS	5.181981	4.6005774	4.308416	3.937873	7.727672	6.905564	5.826376	4.501804	7.725905	5.573039	5.301481	3.813745
RNMT	22.7632434001	22.34310683	19.931854685	20.15329113518	20.461627	22.31761184	18.93256039	18.0346260855192	16.56567	17.45937	20.1402708	20.035836302
RNMTL1	10.1574	11.8901	10.5279	10.9797	8.2893	8.42148	7.57846	7.37579	10.1806	9.92728	9.4132	10.4169
RNMTL1P1	0	0	0	0	0	0	0	0	0	0	0	0
RNMTL1P2	0	0	0	0	0	0	0	0	0	0	0	0
RNPC3	7.17683	6.411241	9.88801	8.62796	5.601416	6.455992	6.366662	5.734175	6.321144	8.196072	9.843369	11.828608
RNPEP	54.895499	54.7644	42.5217	40.1707	55.148335	54.784991	38.5062	38.667	63.496273	63.082284	49.4112	49.890277
RNPEPL1	9.60651	8.39234	7.72684	7.40277	9.08029	8.23262	7.21846	6.64861	10.3327	9.71685	8.14675	8.64881
RNPS1	84.563866	89.127383	77.15422	84.03344	69.719422	68.616378	60.058529	57.440266	59.61477	65.3128524	64.307706	67.089649
RNPS1P1	0	0	0	0	0	0	0	0.087009	0	0	0	0.105011
RNU1-1	2.16238	1.75001	1.00103	1.73396	0.643156	1.59527	0.891062	2.75125	1.86887	2.49534	2.6881	0.900247
RNU1-100P	0	0	0	0	0	0	0	0	0	1.85022	0	0
RNU1-101P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-103P	4.81764	4.76187	2.81793	0	0	0	0	0	3.25762	10.823	0	6.42559
RNU1-104P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-105P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-106P	3.14528	0	3.55922	8.66981	3.47304	8.50812	2.8514	3.14429	1.05124	3.743	4.03214	8.10222
RNU1-107P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-108P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-109P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-112P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-114P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-115P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-117P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-119P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-11P	1.57264	0	0	0	0	0	0	0	0	0	0	0
RNU1-120P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-122P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-123P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-124P	3.92861	0	0	0	0	0	0	0	0	0	0	0
RNU1-125P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-128P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-129P	0	1.52288	0	0	0	0	1.37752	0	0	0	0	0
RNU1-130P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-131P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-132P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-133P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-134P	0	0	0	1.71189	0	0	0	0	2.07788	0	0	4.01071
RNU1-136P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-138P	0	4.72504	1.77961	1.73396	0	0	0	0	2.10248	9.35751	2.01607	4.05111
RNU1-139P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-13P	0	0	0	0	0	0	1.46068	0	0	0	0	0
RNU1-140P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-141P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-142P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-143P	0.96777	0	1.10554	0	0	0	0	0	0	0	0	0.628869
RNU1-146P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-148P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-149P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-14P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-150P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-15P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-16P	0	0	0	0	0	0	0	0	0	0	0	8.10222
RNU1-17P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-18P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-19P	0	1.55814	0	0	0	0	0	0	0	0	0	0
RNU1-2	2.16238	1.75001	1.00103	1.73396	0.643156	1.59527	0.891062	2.75125	1.86887	2.49534	2.6881	0.900247
RNU1-20P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-21P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-22P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-23P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-24P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-27P	2.16238	1.75001	1.00103	1.73396	0.643156	1.59527	0.891062	2.75125	1.86887	2.49534	2.6881	0.900247
RNU1-28P	2.16238	1.75001	1.00103	1.73396	0.643156	1.59527	0.891062	2.75125	1.86887	2.49534	2.6881	0.900247
RNU1-29P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-3	2.16238	1.75001	1.00103	1.73396	0.643156	1.59527	0.891062	2.75125	1.86887	2.49534	2.6881	0.900247
RNU1-30P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-31P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-32P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-33P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-34P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-35P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-36P	1.55339	6.23258	7.03827	3.42378	5.1514	0	4.23041	1.55521	8.31151	11.1013	15.9577	12.0321
RNU1-38P	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-39P	0	0	0	0	0	0	0	0.0827221	0	0.799108	0	0.29014
RNU1-4	2.16238	1.75001	1.00103	1.73396	0.643156	1.59527	0.891062	2.75125	1.86887	2.49534	2.6881	0.900247
RNU1-40P	0	0	0	0	0	0	0	0	0	0	0	0
